@relation 'AT: dr-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Standardize_principal components_clustered-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,9,8'

@attribute Instance_number numeric
@attribute -0.393MA_Detection_4-0.391MA_Detection_3-0.391MA_Detection_5-0.385MA_Detection_2-0.38MA_Detection_1... numeric
@attribute -0.42MA_Detection_Exudates_4-0.395MA_Detection_Exudates_6-0.387MA_Detection_Exudates_5-0.377MA_Detection_Exudates_7-0.336MA_Detection_Exudates_8... numeric
@attribute 0.454MA_Detection_Exudates_2+0.419MA_Detection_Exudates_3+0.415MA_Detection_Exudates_1-0.321MA_Detection_Exudates_7-0.316MA_Detection_Exudates_8... numeric
@attribute 0.709Diameter_of_Optic_Disc-0.593Distance_to_macula-0.335results_of_prescreening-0.11quality_of_assessment-0.094AM_FM_classification... numeric
@attribute 0.869quality_of_assessment-0.434results_of_prescreening-0.175AM_FM_classification-0.142Diameter_of_Optic_Disc-0.06Distance_to_macula... numeric
@attribute '0.79 results_of_prescreening-0.482Distance_to_macula+0.334quality_of_assessment-0.124AM_FM_classification-0.065MA_Detection_Exudates_3...' numeric
@attribute Cluster {cluster0,cluster1}
@attribute Class {0,1}

@data
937,2.148364,0.89314,-0.951348,0.631817,0.078918,0.776182,cluster0,1
938,-1.568354,1.186234,-0.633308,1.101034,-0.116646,0.734372,cluster0,1
939,3.353123,0.194496,0.120948,1.53377,-0.710993,-0.118188,cluster1,0
940,2.456369,1.54169,-1.897678,0.4385,0.030953,0.628148,cluster0,1
941,-3.181558,0.854452,0.261765,-1.31586,0.118705,0.057123,cluster0,1
942,-2.73196,0.542992,0.537666,-0.072942,0.06134,0.503573,cluster0,1
943,-1.554952,0.591493,0.134117,1.571938,-0.055623,1.050675,cluster0,1
944,-3.116152,0.792132,0.433238,-0.30953,-0.11777,-0.060936,cluster1,0
945,-4.665912,0.812627,0.49934,-1.22973,-0.055898,-0.294566,cluster0,1
946,-3.685174,0.027904,1.381542,0.445058,-0.147275,0.185677,cluster0,1
947,0.88616,1.433949,-1.594491,1.376138,-0.133514,0.773881,cluster1,0
948,-2.164838,0.661829,0.201935,-0.676598,0.169637,0.460906,cluster1,0
949,1.628382,-0.920842,0.985983,0.738224,-0.41543,0.161526,cluster1,0
950,0.334783,-0.387879,1.130969,0.712083,-0.287209,0.624127,cluster0,1
951,2.197826,0.88601,-0.713137,-0.810954,0.161474,0.213671,cluster1,0
952,-3.1433,0.392631,0.410562,1.381508,-0.166705,0.714512,cluster0,1
953,1.665586,-0.536399,0.963381,0.67365,-0.224159,0.730521,cluster1,0
954,-0.283596,1.039329,-0.744517,1.090971,0.017357,1.00322,cluster1,0
955,-5.149699,-1.956004,-0.013994,1.047345,-0.069197,0.904186,cluster0,1
956,0.907306,0.895531,-0.954359,1.025452,-0.197771,0.335495,cluster0,1
957,-2.295848,0.37651,0.27857,1.723763,-0.105167,1.024477,cluster1,0
958,-0.943106,1.302353,-0.847437,-0.658031,0.042829,0.180225,cluster0,1
959,-1.435805,0.680794,0.058813,0.563295,-0.001022,0.644119,cluster1,0
960,1.65172,0.794918,-0.801456,-0.941524,0.226242,0.300103,cluster1,0
961,-2.485193,0.564225,0.596244,-1.235653,0.229958,0.298728,cluster0,1
962,2.432567,-0.390703,1.066595,0.236922,-0.239111,0.312144,cluster1,0
963,-3.448729,-1.448672,2.610836,1.248585,-0.596013,0.113941,cluster0,1
964,-1.731539,1.084,-0.579644,0.554895,0.105379,1.034098,cluster0,1
965,4.092203,0.134817,-0.003891,1.763451,1.401056,-2.164914,cluster1,0
966,1.881499,0.470228,-0.256952,0.495276,0.191635,0.921539,cluster1,0
967,-2.523163,1.167486,-0.259368,-1.152148,-0.060544,-0.313267,cluster0,1
968,3.299857,-0.490871,1.142285,0.068622,-0.145077,0.42277,cluster1,0
969,2.14633,-0.382632,1.228328,0.257218,-0.121206,-0.212878,cluster0,1
970,-4.389447,0.66062,0.704171,-1.477292,-0.027255,-0.400617,cluster0,1
971,2.571508,0.386654,0.081788,-1.253251,-0.265425,-0.388627,cluster1,0
972,2.865988,1.413886,-1.641737,-0.509123,0.159039,0.405249,cluster1,0
973,1.652132,-1.506012,1.76582,-0.812831,0.148255,-0.196132,cluster1,0
974,-0.027153,1.197761,-1.03375,1.879679,-0.189904,0.893824,cluster0,1
975,1.231357,-6.683953,7.885222,-0.12522,-0.353242,-1.191597,cluster0,1
976,2.738417,-0.456475,0.863783,-0.146737,-0.101679,0.511155,cluster0,1
977,-0.609882,-15.960673,-3.776084,-0.505677,0.117612,0.634298,cluster0,1
978,-1.852468,-6.346575,-1.278361,1.486524,-0.574913,0.327835,cluster0,1
979,-5.003106,0.653886,0.677398,-0.409866,-0.053921,0.156985,cluster0,1
980,0.603275,0.794781,-0.736024,1.983295,1.512274,-2.414055,cluster0,1
981,2.420004,-1.160187,1.76062,0.777297,-0.442973,-0.04048,cluster1,0
982,-1.508041,0.913288,-0.091141,-0.346622,-0.031743,0.089022,cluster1,0
983,3.976517,-2.9157,3.526039,-0.409522,-0.19289,-0.329923,cluster1,0
984,-4.552624,0.884506,0.543438,-1.31364,-0.162531,-0.629696,cluster0,1
985,3.520888,-2.374264,3.265568,-1.435014,-0.153601,-0.719817,cluster0,1
986,2.665223,0.06175,-0.040259,-0.890774,0.134782,-0.089202,cluster1,0
987,-5.042552,1.092496,0.447958,-1.730208,-0.078391,-0.578132,cluster0,1
988,3.494304,-0.359434,0.725771,0.978698,-0.252528,0.696593,cluster1,0
989,-2.435514,0.940243,0.1953,-0.911148,-0.581451,-0.747385,cluster0,1
990,-1.865578,-2.559849,-0.861031,1.416242,-0.172329,0.659168,cluster0,1
991,2.694596,0.928101,-0.821173,-0.431901,0.266595,0.707828,cluster1,0
992,-0.602965,1.082479,-0.765741,0.519551,0.124524,1.005377,cluster0,1
993,-1.405932,1.283892,-0.773883,-0.220009,-0.093918,0.076363,cluster0,1
994,1.951787,1.167752,-1.284101,0.186097,0.211531,0.941282,cluster1,0
995,2.450299,-0.295707,0.608278,-0.670848,0.217734,0.178697,cluster0,1
996,2.498848,1.126663,-1.105283,-0.538339,-0.33323,-0.068535,cluster1,0
997,2.652773,0.575862,-0.254232,-0.834016,-0.116775,0.225662,cluster0,1
998,2.46423,0.57777,-0.381376,-1.288685,-0.247875,-0.351275,cluster0,1
999,-2.417203,0.947392,-0.028152,-0.46372,-0.058357,0.017532,cluster1,0
1000,0.447096,-0.346139,-0.774629,-0.49545,-0.045398,-0.156375,cluster0,1
1001,-4.205672,-0.067399,1.608986,-0.329628,-0.078931,-0.045966,cluster0,1
1002,3.779643,-1.458454,2.356738,-0.726961,0.105665,-0.452363,cluster1,0
1003,3.216642,0.286158,-0.408065,2.077983,1.357529,-2.081458,cluster1,0
1004,4.811211,-3.070607,4.570099,0.921718,1.784307,-2.327292,cluster0,1
1005,2.059374,0.401995,-0.444375,2.532944,1.302269,-1.902665,cluster0,1
1006,0.996313,-3.826161,-1.183304,-0.781186,1.83289,-3.504434,cluster0,1
1007,0.081595,0.851742,-0.563416,0.731745,-0.237411,0.973981,cluster1,0
1008,-5.530536,-7.531567,-5.220893,-0.911368,-0.073327,0.124204,cluster0,1
1009,-0.79528,0.305908,0.509636,1.99281,-0.115444,1.010579,cluster1,0
1010,-1.158603,-3.922567,-3.004575,-0.305321,0.036875,0.371375,cluster0,1
1011,0.827687,0.576365,-0.157063,0.460151,0.100294,0.74383,cluster0,1
1012,-1.008942,1.096319,-0.491445,0.211932,-0.452636,0.193093,cluster1,0
1013,-5.264888,-1.302798,-0.823102,-0.226142,-0.26741,-0.249571,cluster0,1
1014,-2.675745,0.011613,0.895792,0.448239,0.032251,0.646345,cluster1,0
1015,-3.437103,0.784718,0.366078,0.072669,-0.320474,-0.360072,cluster0,1
1016,3.24651,1.025372,-0.927557,-1.675629,-0.170685,-0.295991,cluster1,0
1017,-3.443935,0.229164,0.300262,1.485453,-0.240741,0.598273,cluster1,0
1018,-2.686881,0.546275,0.434586,-0.788432,0.003798,-0.037862,cluster1,0
1019,-1.318303,0.256148,0.688152,-0.709462,-0.193278,-0.657008,cluster1,0
1020,2.432105,0.994001,-1.075105,0.83284,1.346793,-2.629453,cluster1,0
1021,2.268985,0.823032,-0.809749,0.321555,-0.236362,0.633909,cluster1,0
1022,2.471522,0.997538,-0.996526,-0.863705,-0.153252,0.21041,cluster1,0
1023,-1.145842,1.072745,-0.731353,1.123875,0.064488,1.208846,cluster0,1
1024,-1.13438,-0.504378,1.03749,-0.618419,0.181983,0.298566,cluster0,1
1025,-1.773192,-0.978197,0.290736,0.424307,1.558508,-3.202392,cluster1,0
1026,3.170169,0.704425,-0.897367,0.994921,0.249325,1.330303,cluster1,0
1027,-5.230074,0.744257,0.839997,-1.814755,0.138945,-0.088242,cluster0,1
1028,2.00478,1.184469,-1.25506,0.293454,0.108432,0.722527,cluster1,0
1029,-4.144563,0.389771,0.902406,0.185128,-0.456917,-0.693694,cluster1,0
1030,-5.157602,0.623573,0.46419,-0.105139,-0.174641,0.033602,cluster0,1
1031,2.771253,1.513562,-1.919446,2.279849,-0.761632,0.390202,cluster1,0
1032,-2.063769,0.904364,-0.04707,-0.779246,0.18996,0.489913,cluster0,1
1033,2.993588,0.09472,0.460829,-1.923024,-0.184193,-0.599158,cluster0,1
1034,-1.526284,0.29467,0.045847,0.62303,0.084142,0.888866,cluster0,1
1035,0.624577,-0.621387,1.199782,0.392472,-0.442918,-0.041899,cluster0,1
1036,-3.553795,0.972786,0.140446,-0.240228,-0.052108,0.224946,cluster1,0
1037,1.017094,-27.791147,-11.640863,-1.17629,0.558545,0.454204,cluster0,1
1038,-2.999373,0.852567,0.039322,0.489871,-0.092985,0.485704,cluster1,0
1039,1.851995,1.014475,-1.018775,-0.362331,0.292138,0.846837,cluster1,0
1040,0.599742,0.880491,-0.187773,-1.478477,-0.505721,-1.000822,cluster1,0
1041,-2.498877,1.253579,-0.566628,1.320647,-0.366448,0.244468,cluster0,1
1042,-1.486018,0.757799,-0.151602,-0.082404,0.111184,0.624308,cluster1,0
1043,0.40913,0.538932,0.072972,-0.029056,0.136234,0.558037,cluster0,1
1044,1.834209,1.141747,-0.883363,-2.016426,-0.202047,-0.513411,cluster1,0
1045,2.089073,-0.706055,1.275238,-0.344404,-0.21673,0.044416,cluster1,0
1046,0.619036,0.280368,0.257954,0.678079,-0.317211,0.583484,cluster1,0
1047,2.012928,-0.568751,1.053868,1.558243,-0.377966,0.712294,cluster1,0
1048,0.878063,-1.599222,-0.287425,-2.39281,-0.220522,-0.805508,cluster0,1
1049,-2.000255,-0.036568,0.633243,0.353172,0.170992,0.938832,cluster1,0
1050,-0.915012,1.106376,-0.670002,0.603035,-0.08373,0.501629,cluster1,0
1051,-1.132799,0.809741,-0.802052,1.897219,1.281194,-2.943849,cluster0,1
1052,1.716946,-3.297741,4.125704,-0.735636,-0.146149,-0.385727,cluster1,0
1053,-1.088513,-0.644682,-0.831586,-1.7216,0.037689,-0.504869,cluster0,1
1054,3.766104,-4.543589,5.277257,1.051777,-0.201537,0.159316,cluster1,0
1055,-1.594995,-16.162178,-5.52483,-0.983089,-0.111315,-0.198937,cluster0,1
1056,-0.509547,-1.418917,0.698727,0.517369,0.02788,0.421735,cluster1,0
1057,2.322337,0.044652,0.232063,0.146661,0.052803,0.273197,cluster1,0
1058,2.368692,1.33604,-1.775941,1.396901,0.09765,1.316984,cluster0,1
1059,2.562838,0.758196,-0.783341,1.735017,1.268611,-2.376298,cluster0,1
1060,0.025454,1.220896,-1.094801,0.348677,0.065941,0.747732,cluster0,1
1061,0.943888,-0.451391,1.127307,0.140101,-0.290655,0.300529,cluster0,1
1062,-0.679446,-2.387556,-0.326864,-0.657292,0.044023,-0.199597,cluster0,1
1063,1.575428,-1.054376,1.884378,0.872064,0.162364,0.799376,cluster1,0
1064,1.161618,0.484233,0.142425,-2.387106,0.210891,-0.587791,cluster1,0
1065,-0.951211,0.383139,0.481339,-0.579368,0.057983,0.081321,cluster1,0
1066,-1.304256,-30.779552,-8.085173,1.385929,0.440142,1.525083,cluster0,1
1067,-2.115412,-1.742332,1.596852,2.013777,-0.448458,-0.015505,cluster0,1
1068,-0.26034,1.203865,-0.896747,1.061116,-0.155682,0.541914,cluster1,0
1069,2.215822,-0.400638,0.987007,0.362725,0.348261,1.090586,cluster1,0
1070,1.955943,0.932692,-0.799878,-0.009701,0.071371,0.420757,cluster1,0
1071,3.600432,-1.103782,1.447711,0.583425,-0.229013,0.427834,cluster0,1
1072,2.708017,-0.513369,1.385699,0.67635,-0.033391,0.21108,cluster0,1
1073,2.944603,0.328803,-0.258486,0.363338,-0.100911,0.913243,cluster1,0
1074,1.804417,1.169134,-1.1158,-1.18471,0.202967,0.155252,cluster0,1
1075,-0.668638,0.295554,-1.462951,-0.218824,-0.086084,0.095318,cluster0,1
1076,0.965463,-0.138211,1.196091,1.064396,-0.646552,-0.108715,cluster0,1
1077,-7.012643,0.579072,1.31017,-2.322568,-0.235351,-1.300801,cluster0,1
1078,-1.565561,-1.056529,1.781842,0.260698,-0.416791,0.006525,cluster1,0
1079,1.632835,-1.012768,1.404573,1.208663,-0.542101,-0.001198,cluster0,1
1080,-3.055526,-7.370354,-0.360193,0.587801,1.158087,-3.448606,cluster0,1
1081,3.529129,-0.154169,0.355104,0.930046,-0.203695,0.855147,cluster1,0
1082,2.072111,0.48831,-0.132763,-0.478315,-0.220144,0.154908,cluster1,0
1083,2.346118,0.899011,-0.721484,-1.484806,-0.088948,0.036862,cluster1,0
1084,2.111152,0.413787,-1.689917,2.587536,1.7086,-1.620097,cluster0,1
1085,2.267851,-0.643057,1.31058,-0.628287,-0.099055,0.182606,cluster1,0
1086,3.044686,-4.565859,5.509091,-0.065813,0.210153,-0.239991,cluster0,1
1087,0.209906,1.145407,-0.965833,3.216853,-0.976572,0.389,cluster1,0
1088,2.006118,1.420469,-1.45857,-1.257032,0.152386,0.011293,cluster1,0
1089,-0.897324,0.88618,-0.283114,0.801392,-0.019889,0.742493,cluster1,0
1090,-1.422582,0.982708,-0.27223,0.998872,-0.210521,0.372318,cluster1,0
1091,2.683482,1.216064,-1.318933,0.554142,-0.051352,0.392043,cluster1,0
1092,-2.093299,-1.057413,2.591061,-0.930631,0.057793,-0.306004,cluster1,0
1093,1.587768,-1.338855,1.914836,0.351537,0.092335,0.310626,cluster0,1
1094,-0.001641,1.427189,-1.379296,1.686409,1.497431,-2.475264,cluster1,0
1095,0.52947,-0.664874,1.210985,0.713758,-0.508587,0.005933,cluster1,0
1096,-3.456452,1.163743,0.028607,-0.238095,-0.303975,-0.436927,cluster1,0
1097,-3.367909,0.935331,0.060112,0.544244,-0.173988,0.325467,cluster0,1
1098,-1.909912,-0.047519,0.147718,2.117357,1.351047,-2.735325,cluster1,0
1099,3.327669,-0.901547,1.644897,-1.375413,-0.306746,-0.831904,cluster1,0
1100,-1.706338,0.965864,-0.292549,0.961695,-0.10528,0.650704,cluster0,1
1101,2.423233,0.813811,-1.044429,0.51622,-0.121293,1.056036,cluster1,0
1102,1.230765,1.436067,-1.414198,0.577543,-0.187527,0.151986,cluster1,0
1103,4.243295,-1.635215,2.218594,-0.040729,-0.203285,-0.041633,cluster1,0
1104,2.502598,-0.398256,0.563576,-0.156962,-0.103864,0.521048,cluster1,0
1105,-1.257784,1.010632,-0.536897,-0.659197,0.179116,0.528295,cluster1,0
1106,-2.464987,1.007028,-0.170895,-1.274134,0.068462,-0.060548,cluster0,1
1107,3.133054,0.417631,-0.253583,-1.416016,-0.02682,0.132586,cluster0,1
1108,-2.339365,1.06637,-0.14201,-1.413447,0.121704,-0.000617,cluster0,1
1109,-0.517737,0.916277,-0.513103,-1.015088,-0.075932,-0.419877,cluster0,1
1110,-2.506846,1.04135,-0.358548,0.602942,-0.093744,0.553454,cluster0,1
1111,-0.009193,-0.003692,0.12039,1.369981,-0.63584,0.115826,cluster1,0
1112,-0.906768,-5.033424,4.601758,-1.262265,-0.490745,-1.529434,cluster0,1
1113,-2.254598,1.209827,-0.595391,0.555955,1.559782,-2.857413,cluster0,1
1114,-1.622667,-5.495186,-0.902395,-1.392007,-0.552043,-1.316172,cluster0,1
1115,-5.070092,-0.327062,0.090248,-0.132587,-0.171585,-0.040435,cluster0,1
1116,-2.412972,0.394482,0.870452,-0.471867,-0.015591,0.014241,cluster1,0
1117,0.491771,1.207878,-0.979291,-0.298707,0.095553,0.423952,cluster1,0
1118,2.431231,1.359476,-1.34511,-1.552922,0.154359,-0.174352,cluster1,0
1119,2.495814,-0.916698,1.254087,2.217393,1.328222,-2.252375,cluster0,1
1120,3.3071,-0.482965,0.962497,0.64013,-0.079367,0.044235,cluster1,0
1121,-4.241019,0.863445,0.345671,0.062049,-0.214563,-0.030446,cluster0,1
1122,1.569282,-1.266281,2.306698,-0.162555,-0.167896,0.191345,cluster1,0
1123,3.251761,0.889999,-1.174483,0.80001,-0.133684,1.130402,cluster1,0
1124,1.242509,-0.082596,0.482723,1.983202,0.009288,1.181907,cluster0,1
1125,2.240627,1.062301,-0.980751,-0.149125,0.004514,0.137866,cluster1,0
1126,3.501822,0.280646,-0.114906,-0.014664,-0.153422,0.537731,cluster1,0
1127,2.074695,0.568946,-1.017461,-0.065618,-0.110633,0.779447,cluster0,1
1128,1.272518,0.971286,-0.963813,-0.74672,0.119203,1.086479,cluster0,1
1129,0.305232,0.005371,0.272219,-0.181961,0.308254,0.929996,cluster0,1
1130,0.378659,1.084781,-0.826279,-0.928334,0.154019,0.243854,cluster0,1
1131,-1.507876,0.759303,0.01069,-0.520042,0.113523,0.370947,cluster0,1
1132,-5.660807,0.883391,0.711893,-0.838638,-0.096709,-0.128035,cluster0,1
1133,-2.421758,1.193247,-0.430936,-0.581716,0.026447,0.237387,cluster0,1
1134,-2.322174,-11.61459,-1.504388,0.057428,-0.598346,-0.723901,cluster0,1
1135,2.783308,-1.138347,1.711722,-0.04304,-0.20846,0.173258,cluster1,0
1136,0.062914,-0.892914,1.76159,-0.068056,-0.625141,-0.760399,cluster0,1
1137,0.024621,1.115913,-0.792512,0.530459,-0.007019,0.614387,cluster0,1
1138,2.834011,1.323629,-1.652059,0.012584,0.218889,0.844033,cluster0,1
1139,2.357509,0.725125,-0.588804,-0.282628,0.219531,0.578471,cluster0,1
1140,0.252359,1.204867,-0.810942,-0.731829,-0.0027,-0.077827,cluster0,1
1141,-2.11238,0.713041,-0.293208,-1.781492,-0.28231,-0.396699,cluster0,1
1142,-1.995668,0.949839,-0.420379,2.271633,-0.157846,1.266678,cluster1,0
1143,3.391891,-0.318401,1.348243,-1.733145,-0.119391,-0.390514,cluster0,1
1144,-0.59778,1.462662,-1.143208,0.167696,-0.097964,0.268462,cluster1,0
1145,3.30634,-3.331224,3.449674,-0.162643,-0.270733,-0.468033,cluster1,0
1146,-0.487382,1.413563,-1.088049,-0.116097,-0.038091,0.258961,cluster1,0
1147,-1.730447,0.390418,0.602854,0.748059,-0.119818,0.389483,cluster1,0
1148,-1.643621,1.212239,-0.581333,1.189133,1.337282,-3.151657,cluster1,0
1149,0.995534,-0.308826,-0.987921,0.378185,-0.207593,0.807361,cluster0,1
1150,2.507548,1.184567,-1.082369,-1.571332,0.243601,0.036686,cluster1,0
