@relation 'dr_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A20-N200-T1.0E-4_clustered-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,21'

@attribute Instance_number numeric
@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Source_16 numeric
@attribute Source_17 numeric
@attribute Source_18 numeric
@attribute Cluster {cluster0,cluster1}
@attribute Class {0,1}

@data
881,-0.014788,-0.004419,0.000889,0.012622,-0.018226,0.003571,0.00891,-0.03031,0.001981,0.032768,-0.007132,0.017805,0.005378,-0.022876,0.013281,0.01331,-0.030459,-0.007783,-0.007535,cluster0,1
882,0.009012,-0.003524,0.013505,-0.012181,-0.00313,-0.007058,0.002127,0.040564,0.004005,-0.009234,-0.026563,0.011377,0.008599,-0.006565,0.008187,0.003338,-0.022626,-0.004261,0.018971,cluster1,0
883,0.000937,0.001232,0.018615,-0.004793,-0.026447,0.031919,-0.00344,-0.031856,0.002061,0.038391,0.005451,0.008095,-0.029114,-0.010197,-0.019852,0.015296,-0.013773,0.012907,0.030677,cluster1,0
884,-0.018638,-0.065541,-0.019041,-0.015682,0.012499,0.06074,0.013002,0.009508,0.034897,0.011523,-0.011849,0.005964,-0.052985,-0.017419,-0.020987,-0.008258,-0.04118,0.021169,-0.012278,cluster0,1
885,-0.015701,-0.013789,-0.011979,-0.003124,-0.005343,-0.013464,0.024283,-0.018684,0.008669,0.006288,-0.009848,0.017533,0.009834,-0.015522,0.022372,0.013684,-0.044604,0.00486,-0.028044,cluster1,0
886,0.002677,-0.003271,0.005813,-0.003857,0.001603,-0.010734,-0.007266,0.01392,-0.001526,-0.016839,-0.033747,0.019425,-0.007529,-0.006563,0.001205,-0.017568,-0.021126,-0.00692,0.0003,cluster0,1
887,-0.009037,-0.013573,0.00012,-0.044815,-0.000476,0.00124,0.039843,0.030958,-0.017005,-0.012648,-0.054719,-0.01847,0.004356,-0.010898,0.017619,0.045798,-0.009596,-0.024441,0.004747,cluster0,1
888,0.01354,0.003092,-0.012984,-0.022426,-0.025716,0.029755,0.080944,-0.058092,0.001283,-0.008873,-0.057114,-0.029545,-0.025745,0.003142,0.008322,-0.001482,0.042033,-0.004065,0.035262,cluster0,1
889,0.015077,-0.029652,-0.003469,-0.027186,0.001834,0.020863,-0.0022,0.012785,0.000196,-0.020741,-0.009157,0.013491,-0.054989,0.010055,-0.044076,-0.036812,-0.031526,0.024554,-0.006504,cluster0,1
890,-0.004021,0.00517,0.001236,-0.015131,-0.026654,-0.024748,0.016653,-0.038939,0.00528,0.019883,0.003517,0.007792,0.000303,-0.001984,0.003679,0.006611,-0.031201,0.002685,-0.009386,cluster1,0
891,-0.008675,0.027025,-0.000969,0.016469,0.025802,-0.007878,-0.015342,0.033376,-0.010534,-0.003519,-0.014252,-0.006995,0.010314,-0.026961,0.034538,-0.007498,0.006265,-0.037015,0.019463,cluster1,0
892,-0.016426,-0.056692,-0.009346,-0.04455,-0.002014,-0.038268,0.004235,-0.009639,-0.040365,-0.024427,0.003622,0.004166,0.060619,-0.013606,-0.061906,-0.002324,-0.025888,-0.000567,-0.00923,cluster0,1
893,0.027555,-0.002445,0.016159,0.002346,-0.024304,0.000051,0.002091,0.002692,0.050791,0.000571,0.00104,0.015248,0.018151,0.014015,0.024561,-0.023899,0.006167,0.063601,0.02306,cluster0,1
894,-0.004772,-0.00607,0.001277,-0.03233,-0.014813,-0.024818,0.014444,0.00654,0.002638,-0.000692,-0.005017,0.004231,-0.000006,-0.005173,0.006658,0.020224,-0.043779,-0.000429,-0.002588,cluster0,1
895,0.009783,-0.069132,-0.035917,0.020781,-0.000247,0.033233,0.072667,-0.03041,0.051248,-0.029563,-0.072536,-0.01704,-0.015154,0.035912,-0.005554,-0.072318,0.029637,-0.02159,-0.054461,cluster0,1
896,-0.003615,0.018368,-0.009463,-0.008824,0.026245,-0.021036,-0.019064,0.002063,-0.029875,-0.030809,0.009858,-0.007826,-0.016577,0.000016,0.014104,-0.014907,-0.015992,0.011143,-0.026808,cluster0,1
897,-0.002324,0.031383,-0.01401,-0.012931,0.026383,-0.042764,0.027906,0.007479,0.005206,-0.05224,0.016071,0.000943,0.011198,0.010752,0.024761,0.015836,-0.013886,0.012073,-0.028702,cluster0,1
898,-0.034211,-0.02481,0.015009,-0.053219,0.004055,0.003402,0.014878,-0.071286,0.00332,-0.069506,-0.014051,-0.073828,0.033153,0.033679,-0.044983,0.043348,0.103251,0.031756,0.004344,cluster0,1
899,0.014404,0.016317,0.005958,-0.005268,-0.012546,-0.005409,0.016246,-0.019076,0.001861,0.004327,-0.020639,0.013144,-0.007296,-0.006852,0.003788,-0.011955,-0.007588,0.002435,0.031551,cluster0,1
900,-0.077772,-0.115898,0.047248,0.206553,0.057606,-0.302962,0.112473,0.040812,-0.068671,0.081793,0.030516,-0.049734,-0.197014,-0.046924,-0.043606,0.059981,0.114059,0.09891,0.009792,cluster1,0
901,0.020296,-0.024462,-0.008414,-0.022848,0.00528,-0.005689,0.021044,0.03324,-0.002441,0.006764,-0.011835,0.01619,-0.000899,-0.001032,-0.009639,-0.030763,-0.03319,-0.00064,-0.012491,cluster0,1
902,-0.015347,-0.049848,-0.010941,-0.020704,-0.01609,0.001438,0.011276,-0.061367,-0.007926,0.001612,0.012444,0.000586,0.034004,-0.02559,-0.061235,-0.015361,-0.00385,0.014716,0.042313,cluster0,1
903,-0.022378,0.016695,-0.00473,0.005723,0.034204,-0.026636,-0.021828,0.021157,-0.002423,-0.004069,-0.004341,0.010878,-0.00204,-0.015845,0.011406,-0.007093,-0.001857,-0.055961,-0.022769,cluster1,0
904,-0.006874,0.010856,0.010974,0.02593,0.021299,0.039646,-0.035979,0.037473,-0.043831,0.000771,-0.047965,-0.044329,0.010951,-0.033909,0.064832,-0.00752,0.034835,-0.009878,0.034603,cluster1,0
905,0.007747,-0.000764,0.000462,-0.016665,-0.018752,-0.00075,0.009295,-0.008388,-0.008966,0.025701,-0.015256,-0.000257,-0.013277,-0.016271,0.000526,-0.013816,-0.022274,-0.011764,0.028411,cluster0,1
906,0.026294,-0.070998,-0.057885,-0.010062,0.010621,0.059221,0.072865,0.012878,0.00075,0.016994,-0.020303,-0.011438,-0.024643,-0.022521,0.010735,-0.076478,-0.040393,0.037848,-0.006021,cluster0,1
907,-0.009824,0.018069,-0.00558,-0.018514,0.023098,-0.012441,-0.022102,0.004037,0.00749,-0.031878,0.012347,-0.010747,-0.043234,-0.000808,-0.003138,-0.012627,-0.009331,-0.00056,0.008411,cluster0,1
908,0.05249,0.046778,0.034653,0.071637,-0.043667,0.019337,0.047881,0.001501,-0.019702,0.021256,-0.012097,0.035192,0.079769,0.001456,0.022436,0.000761,0.032776,0.014568,0.027164,cluster1,0
909,-0.010588,0.021672,-0.003387,-0.033448,0.027184,-0.0191,-0.012395,0.002808,0.009003,-0.020021,0.02707,0.000344,-0.047575,0.008989,-0.032177,0.002102,-0.011338,-0.012211,-0.008375,cluster1,0
910,-0.014322,0.010963,0.00213,0.013657,0.00723,0.000722,-0.047667,-0.017403,-0.044183,-0.025194,0.004945,-0.015288,-0.024534,-0.000967,0.013073,-0.010664,-0.004581,0.011248,-0.03768,cluster0,1
911,0.000573,-0.023227,0.009962,-0.000453,0.006931,0.012477,-0.000475,0.022905,-0.003024,0.023135,-0.005462,0.044342,0.001365,-0.012755,-0.001335,0.008062,-0.024771,-0.016755,-0.007763,cluster1,0
912,0.045285,0.041396,-0.000233,-0.027179,0.012577,-0.014623,0.017833,0.039696,-0.03759,-0.005918,0.044411,0.009688,-0.007631,0.029716,-0.046095,-0.030904,0.007433,0.016035,-0.006181,cluster0,1
913,-0.031336,-0.037868,0.019752,0.01242,-0.010351,0.027162,0.000504,0.019696,0.019895,0.014569,0.033595,0.052767,0.002922,0.005741,-0.049679,0.070693,-0.057528,0.007761,-0.087902,cluster0,1
914,0.009586,-0.0248,-0.03428,0.002866,-0.056209,0.006308,0.048031,-0.05987,-0.006917,0.07292,-0.002564,-0.01106,-0.02526,-0.019592,-0.02266,-0.076903,-0.012967,-0.062271,-0.000569,cluster0,1
915,-0.016846,0.034577,0.010343,0.034473,0.060988,-0.025064,-0.01144,0.00007,0.006017,0.035161,-0.023497,0.035974,0.03872,0.006249,-0.008017,-0.021544,0.051526,-0.065157,-0.078291,cluster1,0
916,0.000526,-0.049739,0.003563,0.025221,-0.063414,0.004254,-0.045075,-0.024385,-0.061911,-0.039181,-0.033748,-0.032272,-0.000731,0.00958,0.050283,-0.020414,-0.031393,0.0269,-0.045894,cluster0,1
917,0.004367,0.006012,0.005296,-0.041299,-0.012799,-0.027627,0.021656,-0.008194,0.013346,-0.026418,-0.013947,0.007897,-0.023495,0.016415,-0.022476,0.008141,-0.018992,-0.001144,-0.000328,cluster1,0
918,0.011629,0.019941,0.009796,0.006529,-0.03257,0.001009,0.023184,-0.054406,-0.014214,0.032365,0.014774,0.023056,-0.00108,-0.000358,-0.014609,0.009858,-0.017184,0.013046,-0.00228,cluster0,1
919,-0.026648,-0.045139,-0.001416,-0.000661,-0.016426,-0.014726,0.001238,-0.043744,-0.005877,-0.008074,0.007618,0.015118,0.063907,-0.027969,-0.047968,0.003576,-0.008513,-0.000189,0.020206,cluster1,0
920,0.000585,-0.002161,0.016602,0.002176,-0.033679,0.01179,0.000443,0.001466,0.008207,0.02623,-0.008204,-0.00018,0.001493,-0.016189,0.008217,0.009987,-0.017819,-0.005928,0.033375,cluster1,0
921,0.00267,0.022153,0.002764,-0.013814,0.037736,0.01021,-0.010167,0.037498,-0.004727,-0.004799,0.007784,-0.008809,-0.013335,-0.013294,0.01358,0.007277,-0.000331,0.006024,0.03143,cluster0,1
922,0.056332,0.005546,0.026552,-0.006419,0.000811,-0.013223,-0.00494,0.004581,0.037543,0.0191,0.004427,0.015634,0.014938,0.02739,-0.029439,-0.000711,-0.004212,0.029631,0.002311,cluster1,0
923,-0.017396,0.021593,-0.013005,0.00682,0.029701,-0.023216,0.007986,0.005654,0.018074,-0.031283,0.004302,0.00365,0.002524,-0.006846,0.025774,0.004619,-0.006826,-0.009934,-0.019111,cluster1,0
924,0.002846,-0.010061,0.024433,-0.021678,-0.001387,0.026633,-0.014983,0.024543,0.01847,0.002026,-0.008797,0.013658,-0.030876,-0.001516,-0.024101,0.017112,-0.018709,0.018297,0.031243,cluster1,0
925,0.016589,-0.003581,-0.000656,-0.005152,-0.015613,-0.001856,0.015008,-0.014293,-0.018242,0.02799,-0.018899,-0.007647,0.007076,-0.003749,0.023089,-0.000848,-0.028037,-0.004505,0.035963,cluster1,0
926,0.00492,0.004041,-0.001314,0.001166,-0.018814,0.013147,0.014317,-0.042133,0.006926,0.024888,-0.012695,0.005018,-0.017905,-0.017683,0.010778,-0.013919,-0.013623,0.011224,0.034662,cluster0,1
927,-0.008259,0.019493,-0.011214,0.025059,0.046885,0.007301,0.008286,0.011299,0.010007,-0.035212,-0.022736,0.01098,-0.006396,-0.00683,0.013186,-0.015453,0.022263,-0.016182,-0.015815,cluster0,1
928,-0.017164,0.020729,-0.004817,-0.013023,0.028144,-0.004569,0.005035,0.011789,-0.01535,-0.025353,-0.01694,-0.020629,-0.009098,-0.008729,0.021807,0.024159,0.011164,-0.021846,-0.004576,cluster1,0
929,0.001755,0.0022,0.005428,-0.022836,-0.008477,-0.014686,0.035208,0.017679,-0.011495,-0.01182,-0.038425,0.009053,0.006021,0.002266,-0.0121,0.021546,-0.005809,-0.038642,-0.011581,cluster0,1
930,0.003989,0.005533,0.021915,0.02208,0.002642,-0.014692,-0.043878,0.008689,-0.01676,0.000266,0.020814,0.032918,0.015645,0.023082,0.021475,-0.006641,0.043944,-0.027807,-0.03663,cluster0,1
931,0.004054,0.032681,0.005147,-0.007907,0.029396,-0.014352,-0.004559,0.021572,-0.027669,-0.009852,0.006495,-0.002708,0.008298,0.000243,0.01169,0.011277,0.006183,-0.003357,-0.012217,cluster1,0
932,0.007579,-0.055325,-0.002549,-0.018715,-0.029272,-0.013602,0.026716,-0.007367,0.015098,-0.038849,0.02612,0.007116,0.057538,0.003399,-0.076022,-0.024019,-0.004989,0.025588,0.0275,cluster0,1
933,0.014507,0.007162,0.013655,0.001092,0.006022,0.002808,-0.004389,0.02537,0.012383,-0.003094,-0.03179,0.024817,-0.005513,-0.011432,-0.000637,-0.019662,-0.00866,-0.005257,0.038054,cluster0,1
934,-0.015716,-0.036978,-0.00137,-0.008493,-0.043367,0.006626,0.014223,-0.094738,-0.039659,0.040687,0.042502,0.006606,0.042977,-0.024146,-0.081854,0.009124,-0.00602,0.00609,0.020549,cluster1,0
935,-0.032157,-0.02386,-0.006483,-0.017032,0.041116,-0.015518,-0.042327,-0.008961,-0.006378,-0.042666,0.017905,-0.007126,0.027102,-0.028792,-0.043387,-0.013884,0.012229,0.002072,0.044957,cluster1,0
936,-0.004256,-0.014607,0.007645,0.005808,-0.023208,0.027285,0.008607,-0.007385,0.015353,0.018368,-0.014184,-0.005741,0.001948,-0.020137,0.030339,0.013114,-0.019939,0.023112,0.029109,cluster1,0
937,-0.013482,-0.025658,0.016104,-0.015924,-0.003442,0.008805,-0.022366,0.03873,0.010614,0.003836,-0.024939,0.00378,-0.008555,-0.012227,0.001277,0.012168,-0.030361,-0.006626,0.003233,cluster0,1
938,0.004513,0.00943,-0.001501,-0.006322,-0.032791,-0.007437,0.013981,-0.031382,-0.009769,0.033744,-0.020465,-0.012571,0.000961,-0.026733,0.032191,-0.011638,-0.017386,-0.01147,0.045761,cluster0,1
939,0.002755,0.013981,0.022101,0.009414,0.013369,0.047213,-0.055174,0.017698,-0.030663,-0.011243,-0.026711,-0.048975,-0.025868,-0.013467,0.038897,-0.016754,0.036743,0.028656,0.051171,cluster1,0
940,0.02748,0.002233,0.008112,-0.043448,-0.003851,-0.011012,0.011486,0.041056,-0.016712,0.000548,-0.018679,-0.001004,-0.007685,-0.002473,-0.006137,-0.010307,-0.024503,0.001512,0.038711,cluster0,1
941,0.026823,0.014674,-0.003114,-0.01963,-0.026692,-0.000123,0.040588,-0.053561,-0.0379,0.03055,0.012739,0.01189,-0.014874,0.007218,-0.027288,-0.007666,-0.017998,0.017436,-0.006585,cluster0,1
942,-0.010936,-0.012788,0.007641,0.029318,-0.018931,0.018715,0.006096,-0.014998,0.00825,0.026282,-0.003186,0.034346,0.003522,-0.014258,-0.009384,0.008153,-0.022351,-0.014581,-0.022835,cluster0,1
943,-0.013678,-0.012328,0.015641,0.040733,-0.021393,0.012079,-0.0107,0.019752,0.014018,0.030545,-0.016911,0.026308,0.028444,-0.027449,0.015423,0.005357,-0.024124,-0.028197,-0.004376,cluster0,1
944,0.010146,0.013903,0.000702,0.017151,-0.022617,0.014145,0.022717,-0.056219,0.00338,0.027195,-0.01347,0.014658,-0.010266,-0.012636,0.003785,-0.018974,-0.000445,0.006556,0.024632,cluster1,0
945,0.016209,-0.001011,-0.023675,-0.024,-0.035162,0.013707,0.04201,-0.089415,-0.015185,0.053991,0.003157,-0.013746,-0.044242,-0.012586,-0.011245,-0.039039,-0.012298,0.007728,0.026018,cluster0,1
946,0.035958,0.012246,0.037997,0.027163,-0.027643,0.041512,0.021936,0.011892,-0.038914,0.040432,0.009502,0.036343,0.029786,0.013364,-0.038465,0.022348,0.011629,0.012107,-0.015572,cluster0,1
947,0.01107,-0.00372,0.012338,-0.023873,-0.004299,0.01011,-0.000255,0.02794,-0.009463,0.016721,-0.025318,-0.00565,-0.001003,-0.017739,0.019096,0.007392,-0.021047,0.007887,0.047714,cluster1,0
948,-0.013001,-0.003568,0.005676,0.001965,-0.0228,-0.009521,0.010399,-0.0292,0.014182,0.019616,0.002679,0.02224,0.000276,-0.00554,-0.004116,0.015533,-0.029154,-0.007772,-0.019709,cluster1,0
949,0.012499,0.025919,0.018742,0.014567,0.014208,0.009895,0.000668,0.036263,-0.015951,0.000871,-0.007814,-0.010166,0.015269,0.015684,-0.004941,0.012138,0.03901,-0.039877,0.006247,cluster1,0
950,0.003426,-0.025715,-0.024112,0.009047,-0.040116,-0.010253,0.007337,0.054757,-0.00791,0.016265,0.020597,-0.044835,0.000638,-0.007233,-0.012114,-0.070422,-0.013239,-0.077781,-0.02566,cluster0,1
951,0.004945,-0.007074,0.011466,-0.009326,-0.012895,-0.004245,-0.025922,-0.008197,-0.010719,-0.0155,-0.015431,0.009535,-0.025319,0.00329,-0.006142,-0.021643,-0.028069,0.023356,-0.002971,cluster1,0
952,0.025622,-0.017903,0.015584,0.004395,-0.018375,0.031915,0.0204,0.027423,-0.023567,0.04703,0.00577,0.016021,0.025563,-0.005007,-0.002123,0.004303,-0.014869,0.011796,-0.002031,cluster0,1
953,-0.019392,-0.008664,0.014397,0.010625,0.012603,0.012496,-0.061412,0.004797,-0.046519,0.000356,0.016611,-0.019506,-0.000089,-0.003471,0.036665,0.008885,-0.011468,0.031165,-0.049041,cluster1,0
954,0.002124,-0.000747,0.00409,-0.002166,-0.009687,-0.00304,0.010461,0.003035,-0.009532,0.015704,-0.02043,0.009237,0.013982,-0.018913,0.024,0.006053,-0.025952,-0.000023,0.011445,cluster1,0
955,0.077097,-0.064803,-0.01873,0.042858,0.020964,0.030469,0.063532,0.020543,-0.039646,0.038756,0.003414,0.010449,0.050873,0.068146,-0.014894,-0.01527,-0.061438,0.000229,-0.03315,cluster0,1
956,0.019622,-0.028904,-0.018035,-0.017445,-0.031561,0.0204,0.024343,0.045302,0.004581,-0.005421,-0.030293,-0.017714,-0.012175,-0.007564,0.008493,-0.057691,-0.01374,0.013994,0.037565,cluster0,1
957,-0.018129,-0.041894,0.014123,0.002674,-0.03266,0.030201,-0.007318,0.035365,0.009696,0.057131,-0.006948,-0.005779,0.010265,-0.025823,0.001046,0.019715,-0.028922,-0.03609,-0.001786,cluster1,0
958,0.001698,-0.002102,0.014381,-0.004851,-0.006687,0.002737,0.010017,0.002014,0.0232,-0.013941,0.000457,0.024577,0.000175,0.004437,0.000821,0.024492,-0.028509,0.035667,-0.001226,cluster0,1
959,0.016531,0.003462,0.031626,0.027289,-0.004025,0.025958,0.003372,0.038471,-0.016745,0.020395,0.000609,0.050244,0.028758,-0.000386,-0.026342,0.026154,-0.014545,0.004134,-0.020129,cluster1,0
960,0.006802,0.002387,0.007384,-0.017964,0.010037,-0.029715,0.005619,0.005185,0.028343,-0.017909,-0.010627,0.033794,0.000082,0.008963,0.000722,-0.006674,-0.025213,0.015376,-0.006412,cluster1,0
961,-0.007083,0.00773,-0.011609,0.003815,-0.028986,-0.01761,0.022072,-0.067478,-0.000577,0.034221,-0.003923,0.018776,-0.017443,-0.012305,-0.015184,-0.020981,-0.022427,-0.031632,-0.013062,cluster0,1
962,-0.020121,0.021853,-0.011026,-0.006547,0.028843,0.014852,0.038668,-0.008739,-0.008594,-0.027,-0.03922,-0.026541,-0.011038,-0.005336,0.017078,0.031186,0.044182,-0.03615,-0.008727,cluster1,0
963,0.027311,0.015518,-0.014147,0.04278,-0.038513,-0.053678,0.077009,-0.000832,0.068217,-0.062217,0.024225,-0.033279,0.097593,0.040821,0.106204,-0.031757,0.026084,0.050669,-0.027258,cluster0,1
964,0.001487,0.008604,-0.006977,-0.014303,-0.032153,-0.029895,0.027478,-0.033405,-0.014094,0.021224,-0.006362,-0.00455,0.015017,-0.015648,0.031591,0.004026,-0.035218,-0.002591,0.007658,cluster0,1
965,-0.041828,-0.045121,-0.006677,0.006932,0.003467,0.010471,-0.053355,-0.034666,-0.082598,-0.057632,-0.001366,-0.041912,0.034282,-0.028466,-0.022564,-0.003939,0.016819,0.012619,-0.009231,cluster1,0
966,0.002691,-0.003584,0.01384,-0.000169,0.005175,0.000157,-0.00072,0.030263,-0.013375,0.011451,-0.027063,0.029371,0.009069,-0.00766,-0.015491,0.003104,-0.017158,-0.024007,-0.016048,cluster1,0
967,0.024253,0.011715,0.021566,-0.012503,-0.0563,-0.005088,0.015438,-0.010376,0.003935,0.012232,0.021431,0.00312,-0.009563,0.01568,-0.032537,-0.000618,-0.015915,0.005756,0.022456,cluster0,1
968,-0.021051,0.020235,0.003895,0.0114,0.026334,0.016427,0.007783,0.011121,-0.022305,-0.029313,-0.029283,-0.007424,-0.006848,-0.001913,-0.0018,0.030883,0.035372,-0.039683,-0.032519,cluster1,0
969,0.015016,-0.008523,0.023351,0.008915,-0.015423,0.049158,0.010461,-0.006386,-0.013757,-0.034025,-0.057514,-0.011183,-0.013597,0.015719,-0.002113,0.000529,0.035813,0.033359,0.000668,cluster0,1
970,0.034936,-0.007768,0.00627,0.028159,-0.031321,0.016062,0.051225,0.003274,0.023803,-0.017622,0.028251,0.042236,0.017522,0.029216,-0.032011,-0.012101,-0.019287,0.045864,-0.035778,cluster0,1
971,0.001084,0.029329,0.007334,0.016645,0.016686,-0.006673,-0.032398,-0.015698,-0.004487,-0.0523,0.008115,-0.003616,-0.020303,0.011814,0.01869,-0.019392,0.007528,0.040792,-0.009476,cluster1,0
972,0.007064,-0.001932,0.006287,-0.033325,0.000157,-0.013599,-0.00311,0.015255,0.000998,-0.015465,-0.021819,0.008117,-0.022933,-0.001874,-0.006388,-0.00686,-0.028125,0.004434,0.019858,cluster1,0
973,0.014447,-0.008579,0.029251,-0.091209,-0.006262,-0.020528,0.011069,-0.021175,0.005896,0.027407,-0.014776,-0.032233,-0.008291,0.044853,-0.005625,0.021168,0.022817,0.033609,-0.008437,cluster1,0
974,0.023392,0.004311,0.026726,-0.002978,-0.023652,0.011322,0.000008,0.051287,-0.020756,0.028506,-0.013721,0.004681,0.023055,-0.013751,0.002822,0.007642,-0.014309,-0.010998,0.04009,cluster0,1
975,0.033533,0.016566,0.05638,-0.111569,0.048468,-0.016263,0.075546,-0.005446,0.041858,0.059072,-0.012075,-0.038095,0.051821,0.106366,-0.001165,0.059137,0.176038,-0.013202,-0.045626,cluster0,1
976,0.003816,0.014174,0.000119,0.009287,0.00858,-0.020553,-0.006094,0.023903,-0.0257,-0.028873,0.008575,-0.004599,0.011632,0.012413,0.007657,-0.016512,0.004006,-0.012538,-0.045189,cluster0,1
977,-0.117165,0.014193,-0.262384,-0.065766,-0.084987,-0.035785,-0.050921,0.077354,-0.023437,0.098274,-0.052801,0.113735,-0.001399,0.067532,-0.010367,0.016945,0.077005,0.059367,-0.020546,cluster0,1
978,-0.059657,0.049213,-0.075557,0.035292,-0.025528,-0.015787,-0.026157,0.03998,-0.021511,-0.007954,-0.005229,0.101859,0.080768,0.090852,0.105142,0.027143,0.058725,0.129269,0.021391,cluster0,1
979,0.017482,-0.003656,-0.000601,0.023426,-0.023915,0.022575,0.036148,-0.035816,-0.006772,0.0291,0.013103,0.028636,0.007478,-0.001631,-0.007887,-0.004596,-0.019754,0.022675,-0.015267,cluster0,1
980,-0.012639,-0.055218,0.002385,-0.01966,0.006616,0.00713,0.023135,-0.012082,-0.000811,-0.04336,-0.016535,0.000629,0.072094,-0.013442,-0.026205,0.020229,0.013996,0.042695,0.031568,cluster0,1
981,-0.003387,0.014277,0.013797,-0.022471,0.036887,0.029933,0.014563,0.012983,-0.005677,-0.008591,-0.029677,-0.03695,-0.001119,0.011589,0.021831,0.032261,0.060041,0.00725,0.00011,cluster1,0
982,0.019262,0.005705,0.001771,0.014321,-0.002039,0.014448,0.026457,-0.012505,0.005398,0.007412,-0.01319,0.032924,-0.002197,-0.004366,-0.009032,-0.018713,-0.008098,0.011781,0.008258,cluster1,0
983,-0.003118,0.01645,0.029208,-0.018135,0.05325,-0.025342,-0.086763,-0.016391,0.005875,0.049475,-0.000369,-0.020962,0.001059,0.02775,0.012522,-0.062565,0.037078,0.034422,-0.0427,cluster1,0
984,-0.003334,-0.025984,0.033169,0.020917,-0.025016,0.062666,-0.010732,0.008052,0.03187,0.026503,0.026542,0.032519,-0.02154,0.007512,-0.053344,0.030458,-0.01863,0.029224,-0.013616,cluster0,1
985,-0.013909,0.009129,0.028704,-0.026053,0.026567,-0.010059,-0.053987,0.001855,0.024011,0.025489,0.00185,-0.02767,-0.020084,0.034979,-0.03123,-0.027389,0.043196,-0.007398,-0.042763,cluster0,1
986,0.008947,-0.004397,0.018249,-0.057784,-0.003061,-0.020638,0.009413,0.000562,0.023592,-0.015126,-0.022215,-0.008487,-0.014417,0.026911,-0.000798,0.007052,0.001743,0.023599,0.009565,cluster1,0
987,-0.007257,0.002493,0.00099,0.002329,-0.043837,0.017055,0.016418,-0.084453,0.021534,0.029235,0.011812,0.002668,-0.037575,-0.005992,-0.011285,0.000596,-0.015075,0.016542,0.018111,cluster0,1
988,-0.01729,0.01123,0.00354,-0.003534,0.017608,0.013366,-0.018412,0.008126,-0.042543,-0.013214,-0.024762,-0.03682,-0.007976,-0.009576,0.027563,0.014132,0.019892,-0.011751,-0.015381,cluster1,0
989,0.004447,0.021658,-0.018818,-0.005486,0.00501,0.026299,0.023602,-0.038356,0.009546,0.011845,0.014578,-0.030008,-0.043935,-0.012021,0.004877,-0.024288,0.019535,0.002975,0.044759,cluster0,1
990,0.005861,-0.08738,-0.070343,0.024984,-0.041317,0.008798,0.019769,-0.00372,0.029835,-0.022541,-0.036207,-0.019533,0.008638,0.025589,0.080865,-0.066139,-0.041691,0.04223,0.004927,cluster0,1
991,0.002475,-0.013882,0.005665,-0.012976,-0.026298,-0.005776,-0.024769,-0.011065,-0.046419,-0.020717,-0.016839,-0.003517,-0.024371,-0.000562,-0.000067,-0.014769,-0.039766,0.019519,-0.020555,cluster1,0
992,0.013064,-0.01353,-0.013442,-0.019738,-0.008089,-0.002488,0.032515,0.00716,-0.024095,0.019708,-0.010858,0.005374,0.002831,-0.013493,0.003385,-0.011853,-0.037705,-0.001818,-0.005625,cluster0,1
993,0.010097,-0.018136,0.036705,-0.009974,-0.01629,0.039045,-0.006749,0.057085,0.007602,0.016492,0.015316,0.022948,-0.005113,0.007434,-0.044862,0.039805,-0.025047,0.01531,0.003424,cluster0,1
994,0.000403,0.000127,-0.004315,-0.016828,-0.011354,-0.034407,0.008266,0.002349,0.001871,-0.01069,-0.023364,0.006988,0.001833,-0.010543,0.019011,-0.012018,-0.036254,-0.012016,0.007059,cluster1,0
995,-0.000736,-0.014763,0.014138,0.00914,0.013471,0.002965,-0.010757,0.01927,0.029767,0.00223,-0.031975,0.042961,-0.011487,0.000264,-0.032623,-0.021792,0.000461,-0.035676,-0.022549,cluster0,1
996,-0.005202,0.01984,-0.003978,-0.012707,0.036939,0.001661,-0.01636,0.01534,0.007032,-0.021549,0.001601,-0.009714,-0.03132,-0.009638,0.011713,-0.007739,-0.000431,0.00369,0.025605,cluster1,0
997,-0.017566,0.027459,-0.001677,0.023,0.03986,-0.010041,-0.025624,0.01338,0.006794,-0.012611,0.000549,0.027,-0.017752,-0.014904,-0.009911,-0.013153,-0.000126,-0.042129,-0.012733,cluster0,1
998,-0.011766,0.020006,0.000589,-0.029299,0.013861,-0.022184,-0.012533,0.010521,0.031127,-0.019349,0.01064,-0.023209,-0.032003,0.005701,-0.002651,-0.00673,0.005183,-0.017462,0.018037,cluster0,1
999,-0.014324,-0.009159,0.015123,-0.00358,-0.025143,0.022138,-0.006155,-0.023507,0.019388,0.037255,-0.002978,0.008111,-0.024855,-0.014051,-0.01529,0.016043,-0.016016,-0.011362,0.018855,cluster1,0
