@relation 'AT: dr-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.393MA_Detection_4-0.391MA_Detection_3-0.391MA_Detection_5-0.385MA_Detection_2-0.38MA_Detection_1... numeric
@attribute -0.42MA_Detection_Exudates_4-0.395MA_Detection_Exudates_6-0.387MA_Detection_Exudates_5-0.377MA_Detection_Exudates_7-0.336MA_Detection_Exudates_8... numeric
@attribute 0.454MA_Detection_Exudates_2+0.419MA_Detection_Exudates_3+0.415MA_Detection_Exudates_1-0.321MA_Detection_Exudates_7-0.316MA_Detection_Exudates_8... numeric
@attribute 0.709Diameter_of_Optic_Disc-0.593Distance_to_macula-0.335results_of_prescreening-0.11quality_of_assessment-0.094AM_FM_classification... numeric
@attribute 0.869quality_of_assessment-0.434results_of_prescreening-0.175AM_FM_classification-0.142Diameter_of_Optic_Disc-0.06Distance_to_macula... numeric
@attribute '0.79 results_of_prescreening-0.482Distance_to_macula+0.334quality_of_assessment-0.124AM_FM_classification-0.065MA_Detection_Exudates_3...' numeric
@attribute 0.667Diameter_of_Optic_Disc+0.617Distance_to_macula+0.267quality_of_assessment+0.249results_of_prescreening+0.104MA_Detection_Exudates_8... numeric
@attribute '0.903AM_FM_classification+0.19 quality_of_assessment-0.152MA_Detection_Exudates_4-0.142MA_Detection_Exudates_3+0.14 MA_Detection_Exudates_8...' numeric
@attribute '0.569MA_Detection_Exudates_8-0.499MA_Detection_Exudates_5-0.344MA_Detection_Exudates_4+0.31 MA_Detection_Exudates_7+0.276MA_Detection_Exudates_1...' numeric
@attribute Class {0,1}

@data
-0.761166,1.03822,-0.587831,0.760421,-0.064642,0.62135,0.346791,-0.282407,-0.091111,0
2.572385,0.547477,-0.201312,0.897185,-0.0138,0.642037,0.919529,-0.70013,0.606853,1
1.817923,1.2274,-1.332046,0.751972,-0.367339,0.609723,0.301297,1.339597,-0.682343,0
2.06109,0.87275,-0.644715,-1.576483,0.232398,-0.050335,0.097176,-1.068992,0.261267,1
-2.968565,0.936155,0.152022,-0.735563,-0.003458,0.038222,-0.113742,-0.17432,-0.052937,0
-2.014137,0.515842,0.689815,-0.579617,-0.107405,-0.292623,0.818153,-0.427975,0.1121,0
-0.032445,1.159101,-0.861434,0.042231,0.076648,0.585901,-0.107182,-0.465909,-0.039943,1
3.183106,1.103556,-1.388892,-0.060113,-0.075149,0.881588,-0.935759,1.107337,-0.322965,0
-0.87602,1.345607,-0.790737,-0.988662,-0.055953,-0.274807,0.895476,-0.525851,-0.275497,0
-0.799089,1.165954,-0.785491,0.868463,-0.109119,0.583455,0.587654,-0.271623,-0.221762,0
-3.326836,0.792745,0.475296,-1.319267,-0.015203,-0.327015,0.069008,-0.182235,0.044175,1
1.640588,0.581739,-0.737474,-2.074457,-0.237726,-0.652469,0.501153,0.938082,-0.353177,0
-0.191335,0.429091,0.45031,-1.219528,-0.269221,-0.276079,-0.137857,1.301958,-0.198977,1
-1.761759,0.176997,0.625299,0.707161,0.154514,1.078943,-1.311217,-0.222751,0.320234,0
-1.514027,1.179333,-0.740258,1.132452,-0.093587,0.822445,0.164224,-0.055254,-0.190273,0
-3.446063,0.945958,-0.093166,1.546636,-0.190186,0.844997,0.108263,0.26193,-0.215563,1
-0.276687,0.814918,-0.448187,-0.002396,0.305698,1.142203,-1.658706,-0.39887,0.266219,1
1.191825,-2.844857,3.694482,0.631042,-0.075583,-0.144553,1.011699,-1.382299,0.762178,1
0.191639,1.534762,-1.339606,0.299482,-0.189767,0.061337,1.596173,-0.515476,-0.424081,0
-2.337961,1.175528,-0.465303,0.721273,1.494228,-2.955181,-0.386548,-0.189768,0.00217,0
-2.164542,1.251933,-0.519248,-0.709834,-0.033649,-0.004144,0.267355,-0.228548,-0.217524,0
-1.629054,1.007979,-0.158027,-0.643466,-0.095333,-0.2179,0.835104,-0.40458,-0.125752,1
2.778724,1.543437,-2.020614,0.988195,0.034177,0.930737,0.607829,-0.763952,-0.225342,0
2.017647,0.933158,-0.554706,-1.794091,-0.268475,-0.615433,0.684054,0.902016,-0.381258,1
3.102958,-2.062695,2.20081,0.177471,-0.317735,-0.160688,0.49384,0.135328,-0.54127,0
2.324693,1.010617,-0.904017,-1.035097,-0.199808,0.014093,0.022609,1.033923,-0.353361,1
-3.301342,1.281673,-0.228357,-1.121667,-0.032509,-0.169346,0.097142,-0.184686,-0.319703,1
1.565137,0.075069,0.541611,-2.21882,-0.074068,-0.452991,-0.547397,0.776101,-0.090478,1
1.053402,-2.988658,-2.409984,-1.461985,0.210186,-0.101632,0.187918,-1.370607,-1.130893,1
1.006913,0.67679,-0.471967,-0.386641,-0.368494,-0.074135,0.512902,1.233182,-0.578303,0
-2.915302,1.069359,-0.237856,0.613579,-0.069028,0.64517,-0.191415,0.034015,-0.194147,0
2.313997,0.892414,-0.638096,-1.988413,-0.121188,-0.328321,-0.146153,0.879147,-0.256431,0
-1.070589,-2.956719,3.014612,-0.453407,-0.46938,-0.762903,0.743542,0.952795,0.180809,1
-3.679092,1.031142,0.021875,-0.345087,-0.182029,-0.162137,0.66838,0.046411,-0.245713,1
2.18674,-1.40274,2.371269,-0.569577,0.211523,0.206302,-0.105708,-1.022372,1.470384,1
-1.344284,0.890947,-0.617373,-0.877028,0.058216,0.095831,0.03025,-0.406509,0.081945,1
-1.789089,0.713929,-0.112701,-1.022573,-0.045254,-0.307941,0.567451,-0.529688,-0.365374,0
-1.353812,0.864214,-0.090429,-0.987181,0.174136,0.288722,-0.727034,-0.437844,0.129747,1
-1.370991,0.802923,0.039179,-0.374889,-0.104422,-0.148487,0.888001,-0.456306,-0.065684,0
-0.54043,-0.639025,0.176411,-0.781562,0.059827,-0.106865,0.193716,-0.935225,-0.612864,1
3.697422,-0.788938,1.239864,0.023704,-0.161134,0.369992,-0.231595,0.634875,0.263526,0
-4.448683,0.799996,0.395229,-1.218008,-0.051406,-0.287086,-0.067258,-0.111176,-0.406422,1
1.923751,1.167175,-0.90857,-2.385397,0.28127,-0.315722,0.027581,-1.163696,0.13267,1
3.777274,-9.244612,8.034934,0.384899,-0.101265,-0.464686,-0.832239,-1.795768,-1.424143,0
1.996513,0.288602,-0.897134,-0.806555,0.20726,0.267044,-0.045471,-1.169038,-0.24417,0
-1.891539,0.467634,0.363034,0.311244,0.09149,0.746484,-0.820232,-0.24825,0.151524,0
-1.045339,-0.75555,2.34646,0.711706,0.014624,0.421263,-0.008019,-0.654059,0.86427,1
1.621726,0.077649,0.519252,-0.424319,-0.151047,0.323621,-0.682358,1.005515,0.00341,0
0.068886,0.548252,-0.213214,1.466152,0.011157,1.097384,-0.165408,-0.388555,0.111203,0
-4.305919,-0.872261,1.12358,2.084189,-0.162946,1.029406,-0.460501,0.129204,-0.355191,0
-1.726378,-0.270696,1.0083,-0.771423,-0.043094,-0.331976,0.499122,-0.809789,-0.355775,0
3.313405,-1.856777,3.201966,-0.357017,-0.196328,-0.24619,0.207253,0.155107,0.678955,1
-3.334919,-0.128506,0.539575,0.096242,-0.035182,0.332105,-0.366559,-0.161892,-0.345879,1
-5.124801,-3.137234,-1.707787,0.656361,-0.316615,0.142674,1.26673,0.689702,1.597222,1
2.904079,0.852213,-0.696089,0.046537,-0.511971,-0.31197,1.876271,0.905574,-0.523392,0
1.333605,0.47102,-1.676334,-0.032603,0.12041,0.618142,0.090318,-0.657163,0.058719,1
3.209346,-0.149201,0.549324,-0.72196,0.143814,-0.063997,0.695952,-1.528597,0.369165,0
-4.291736,0.947159,0.00695,2.073552,-0.360198,0.73082,0.758818,0.481037,-0.339968,1
-0.815509,1.235893,-0.849145,-0.011973,0.030733,0.49253,-0.031006,-0.344725,-0.162956,1
2.019629,-1.448451,2.665079,1.332272,-0.614475,-0.278814,1.913344,0.772721,0.296529,1
4.252303,-1.9497,3.083863,0.123888,-0.163978,0.140365,-0.01025,0.24663,0.849765,1
1.888312,-2.162231,3.589779,-0.504321,-0.42431,-0.818324,1.202671,0.429919,0.436781,1
-5.091998,0.516782,0.947905,-1.4365,-0.050578,-0.417637,-0.166899,0.099579,0.066981,1
2.343823,0.092164,0.178978,1.025004,0.129511,0.96686,-0.10975,-0.928176,0.469357,1
-1.266768,-0.006029,0.636523,1.058774,0.128694,1.159867,-1.136546,-0.296694,0.357079,1
-2.778446,0.922454,-0.013904,0.072652,-0.121544,0.165249,0.401887,-0.090552,-0.172803,0
2.140892,-0.305271,0.939289,-0.763643,-0.113044,0.142307,-0.606835,0.794403,0.110556,0
-1.059989,-4.288704,-1.117042,1.560313,-0.46802,0.648037,0.191336,1.63521,-0.598716,1
-3.098224,0.716019,-0.575981,0.901348,1.602937,-2.51825,-1.373605,0.084555,0.243741,1
1.608284,0.554706,-0.390925,1.75368,1.271481,-2.390084,-0.927674,1.253664,-0.109395,1
3.21946,1.023243,-1.144629,-0.971095,-0.124786,0.204579,-0.236551,0.881378,-0.374914,0
2.800973,0.763256,-0.551517,-1.761103,-0.068978,-0.128207,-0.399863,0.785332,-0.170637,0
3.763334,0.485627,-0.21023,0.314643,-0.295253,0.396188,0.572791,1.059839,0.192347,0
1.399598,-0.148271,0.587768,0.063707,0.256167,0.834424,-0.890321,-0.806227,0.613815,1
-0.84285,0.390144,0.449535,-0.606814,0.065837,0.077113,0.03872,-0.665455,0.122848,0
2.139178,0.094861,0.127585,0.110945,0.27716,0.904279,-0.796045,-0.955462,0.542,0
-3.439924,0.944565,0.33003,-1.202843,0.048663,-0.062222,-0.401492,-0.227356,-0.080485,0
-3.901563,0.920681,0.004011,-0.084657,0.047959,0.617569,-1.036072,0.268003,0.015019,1
1.894176,0.740441,-0.368328,-1.038779,-0.256215,-0.199556,0.318898,0.953194,-0.341377,0
-0.509164,1.326677,-0.868071,-1.021176,0.07835,0.051752,0.133703,-0.559665,-0.161076,1
0.84868,-5.217007,-2.787507,-1.006202,-0.133165,0.294135,-0.155754,1.684266,2.153492,1
2.686397,0.9982,-1.123504,1.034779,0.125978,1.121418,-0.003086,-0.767385,0.208486,0
2.356227,-0.628038,0.773289,2.826752,1.563735,-2.148336,-0.29272,-1.146634,0.437071,0
-5.896539,0.847641,0.838112,-1.229606,-0.191457,-0.609025,0.439327,0.289185,-0.120193,0
-1.7967,0.977855,-0.306354,-0.541113,0.202464,0.668531,-1.239413,-0.276463,0.022206,0
1.133503,-2.660584,2.926866,-0.842661,-0.464567,-1.119531,1.335891,0.146903,-0.613396,1
0.803937,1.190457,-0.924411,-0.489387,-0.024547,-0.030812,1.012977,-0.735976,-0.115362,1
-3.667982,0.467744,0.655679,-0.608393,-0.144405,-0.290237,0.538668,-0.061128,-0.022145,1
1.443687,-0.527257,1.019224,0.223712,0.057117,0.279567,0.399822,-1.142621,0.240586,1
-0.96047,1.216752,-0.754098,-0.828064,0.161028,0.393643,-0.624538,-0.411535,-0.06454,0
0.909773,0.519289,-0.188966,-0.176849,-0.133588,0.642408,-1.106338,1.311891,-0.236255,0
1.070264,1.143141,-1.036853,0.470684,-0.353292,0.513289,0.10407,1.41392,-0.639213,0
-0.524272,1.316632,-0.937348,0.514373,-0.13665,0.32113,0.978959,-0.381712,-0.294579,0
2.495973,1.172491,-1.418169,-0.254227,-0.114571,0.703354,-0.797698,1.150346,-0.464268,1
1.589065,-2.523505,3.761202,1.386291,-0.242743,-0.234525,1.993112,-1.529755,0.60178,1
1.813194,-0.278665,0.608424,0.465496,-0.129726,0.863855,-1.15957,1.157942,0.050868,0
2.44697,1.208724,-1.394063,0.203882,0.064395,0.530535,0.640287,-0.88463,-0.074383,0
-0.593605,1.057102,-0.634799,0.246197,-0.064142,0.335326,0.576506,-0.397086,-0.154165,0
2.83109,-0.690688,1.406031,0.105098,-0.023161,0.904196,-1.415769,1.127133,0.780866,1
1.297411,-1.259714,2.116709,-0.799635,-0.127938,-0.024736,-0.665153,0.794192,0.476379,1
-2.305444,0.970128,-0.312828,1.964335,-0.253053,0.854782,0.691596,0.162541,-0.160734,0
-2.697081,0.417108,0.536086,-0.51973,0.09319,0.331864,-0.787802,-0.286129,-0.010347,0
-3.260197,0.985776,-0.266455,0.600942,-0.133541,0.484747,0.131206,0.071197,-0.308347,1
-5.505956,0.306612,0.939067,-0.20625,-0.276109,-0.342119,0.746327,0.353476,0.008636,1
2.655638,0.379838,-0.146372,-1.458555,0.371691,0.329521,-0.72828,-1.145756,0.555137,0
2.039034,-0.716282,0.581367,-0.614163,-0.183531,0.08575,-0.328173,0.764236,-0.299651,0
-0.778788,1.41608,-0.868223,-1.116383,-0.044242,-0.305104,0.893238,-0.551454,-0.282942,0
-3.696756,0.475935,0.818649,-0.818291,-0.020999,-0.088137,-0.197709,-0.123357,0.030743,1
3.576728,0.409342,-0.533209,0.357318,1.455703,-2.751225,-1.055449,0.79247,0.109975,1
0.941598,0.924974,-0.746002,0.443415,1.769752,-2.584446,-1.150391,-0.80641,0.312564,1
1.020181,-4.017413,-2.840544,0.355942,0.231342,0.981668,-0.443258,-0.854143,0.141051,1
1.800713,0.11426,0.235165,2.149716,1.495988,-2.534779,0.27752,-0.805276,0.613967,1
-3.412023,-0.314629,1.790994,-0.191585,-0.05572,0.008934,-0.096213,-0.254929,0.258224,1
2.391099,1.274781,-1.388148,0.719704,-0.053234,0.499727,1.21169,-0.825658,-0.109831,1
-1.625927,0.77573,-0.057623,0.379795,-0.059467,0.419012,0.222637,-0.271045,-0.06517,0
1.841866,-0.53127,1.638831,-1.644263,-0.257541,-0.771925,0.562237,0.552857,0.117136,0
1.881563,0.299689,-0.286765,3.028915,1.645683,-1.644761,-0.999071,-0.717144,0.497224,1
-0.505631,1.279913,-1.079389,0.670434,0.050791,0.923652,-0.329969,-0.266722,-0.160179,1
-2.264252,-1.437181,-1.945087,0.294728,1.734786,-2.51115,-1.534269,0.127156,1.263506,1
3.767887,-0.25445,0.860389,0.110047,0.334369,0.952211,-0.695508,-1.06949,1.317492,0
2.984074,0.570223,-0.559507,0.812688,-0.259489,0.746812,-0.037997,1.042478,-0.238199,0
1.211492,-2.737926,4.527868,-0.147134,-0.216616,-0.220004,-0.366649,0.345097,0.6961,1
-2.37697,1.114221,-0.319301,-0.598168,0.048009,0.267845,-0.364429,-0.184134,-0.111941,1
1.333084,-1.0152,2.2306,-1.541109,-0.198256,-0.620815,-0.09455,0.438455,0.039759,0
0.607459,-2.611235,-3.791717,0.406537,1.581259,-2.961805,0.422593,-0.510194,0.82125,1
-3.021406,0.840779,-0.437622,3.509558,1.53591,-1.285485,-1.924559,0.472834,0.213049,0
3.580353,-0.057054,0.368909,-0.87372,0.11608,0.695934,-1.693118,0.693362,0.319199,0
1.968689,-0.199711,0.438327,0.987967,0.114875,0.889057,-0.139348,-1.018787,0.254143,0
-0.448488,1.307355,-1.179633,1.759579,1.613058,-2.118859,-1.020254,-0.287437,0.057218,0
1.452476,0.448372,-0.079043,-0.595396,-0.117037,0.418737,-0.923725,1.118286,-0.182774,0
2.892164,0.633168,-0.66546,1.708684,-0.324208,1.147107,-0.025802,1.38381,-0.116852,1
1.165196,-0.770047,1.834572,-0.179334,-0.319122,-0.102014,0.217693,0.959027,0.217286,1
1.408303,-0.56516,1.294142,0.454962,-0.404371,0.018461,0.6492,0.948155,-0.083663,1
-4.479885,0.719015,0.256495,-0.904762,-0.130874,-0.297528,0.325499,0.178945,0.033786,1
-2.657206,0.8671,0.008923,0.320044,0.064408,0.788228,-0.860076,-0.063589,-0.004503,1
2.184544,1.144406,-1.322044,0.808197,0.039748,0.799284,0.499116,-0.73424,0.00639,0
-3.222457,1.289982,-0.26579,-0.656876,-0.147053,-0.224307,0.70309,-0.128569,-0.361818,0
-1.618216,1.230739,-0.569336,-0.816089,-0.002077,-0.005943,0.254476,-0.328646,-0.163892,1
-1.318129,0.931255,-0.424267,0.057583,0.225544,1.029012,-1.459577,-0.251543,0.083025,0
3.06684,0.848408,-0.864479,0.013071,0.184384,0.649864,0.12205,-1.036673,0.288471,1
3.078694,0.723597,-0.916094,1.376041,0.165295,1.315205,-0.276212,-0.945156,0.183656,1
-0.958282,0.085141,1.095822,-0.126893,-0.141729,-0.285866,1.173466,-0.798814,0.070925,1
1.968045,1.221009,-1.011312,-1.851743,0.167532,-0.293415,0.559005,-1.018236,0.128426,1
-1.860604,0.762021,-0.026436,-0.707792,0.177367,0.475058,-1.028082,-0.373601,-0.016176,0
2.608967,0.613237,-0.533979,1.436676,-0.35701,0.856217,0.270872,1.223203,-0.26789,0
2.463254,0.848395,-1.179899,1.001424,1.970982,-1.77693,-2.283066,-0.833461,0.518753,1
-1.88833,-0.283286,0.409132,0.051233,-0.260737,-0.397688,1.563721,-0.552666,-0.564891,1
0.442082,1.331711,-1.295886,-0.158678,0.21466,0.866119,-0.831244,-0.514887,-0.075338,1
0.589575,-2.630836,3.365212,-0.640924,0.095567,-0.356691,0.35332,-1.346425,1.340312,1
3.146391,0.544358,-0.456907,-0.762254,-0.063103,0.4338,-0.746077,0.926586,-0.050568,1
1.778449,0.764771,-0.63373,-0.954525,-0.046845,0.450735,-1.184332,1.141254,-0.225141,1
3.054312,-2.01432,2.900679,-0.197797,1.270057,-3.98237,0.183047,0.001537,0.290184,1
-0.103997,1.126709,-0.6484,-0.151672,-0.016793,0.20884,0.583447,-0.587245,-0.116149,1
0.444653,1.551286,-2.13737,0.60488,-14.943806,-5.629412,-5.132158,-1.886496,0.783818,0
1.06892,0.660873,-0.64716,0.084336,0.160436,0.711426,-0.363879,-0.715452,0.045967,1
-2.111898,1.293129,-0.708756,0.497139,1.561589,-2.879304,-0.707752,-0.224547,-0.031502,1
3.379564,-0.005221,0.06553,0.063416,-0.046438,0.794109,-1.032143,0.798724,-0.016244,0
3.655785,-0.162605,0.355674,3.376311,-0.645306,0.988115,1.751102,1.131036,-0.111031,0
-0.381805,1.184585,-0.795362,0.266009,-0.000256,0.524571,0.222076,-0.431967,-0.146092,1
-2.993349,1.065178,-0.286559,0.713824,-0.158029,0.470917,0.306612,0.153951,-0.166774,1
2.83802,1.096416,-1.005933,-1.546029,-0.184412,-0.240039,0.251206,0.87324,-0.378171,1
-4.63288,0.192162,1.356141,2.249365,-0.43753,0.452621,1.2024,0.357389,0.027373,0
2.228376,0.975695,-0.763995,-2.470048,-0.048802,-0.385969,-0.478277,0.794829,-0.379316,0
2.826043,-0.158769,0.498243,-0.621573,-0.1168,0.29446,-0.504651,0.907072,0.228153,1
-0.319642,0.69594,-0.499979,0.456732,0.094633,0.806971,-0.437253,-0.478521,-0.132899,0
0.868164,0.453857,-0.211214,-1.564116,-0.236564,-0.382129,0.020115,1.112639,-0.42081,1
-3.536578,0.739817,0.330503,-1.472258,0.328021,0.541302,-2.217656,-0.027946,0.267831,1
-4.671544,-0.077006,1.686029,-0.363737,0.013882,0.207054,-0.833289,-0.04188,0.162542,1
2.764645,-2.750214,3.819245,0.15013,0.031264,0.572986,-1.68145,0.189996,0.622884,0
2.617461,-1.188261,0.507784,1.139132,0.165599,1.121141,-0.257912,-0.769652,1.082679,1
2.022112,1.00645,-0.858023,-1.681939,0.285541,0.055337,-0.256759,-1.131949,0.105278,0
-4.112802,0.906917,0.3716,-0.951242,0.034819,0.081933,-0.62736,-0.022621,-0.089542,1
-1.236481,1.025948,-0.587006,1.194462,1.665582,-2.302873,-1.374902,-0.252107,0.231114,0
-1.802907,1.17224,-0.54249,0.759378,-0.157845,0.442659,0.662,-0.125555,-0.241302,0
1.585961,1.244421,-1.224652,0.330884,-0.432376,0.209331,0.821392,1.308157,-0.713826,1
-1.060415,-1.270835,0.204506,-0.891436,-0.026629,-0.384739,0.714201,-0.888708,-0.240218,0
1.482054,0.566375,-0.233069,-0.44875,-0.147415,0.427437,-0.760733,1.171191,-0.209494,0
0.60843,1.518687,-1.325556,-0.593599,-0.069101,-0.132566,1.256467,-0.687904,-0.315105,0
-1.29393,0.629092,-1.002798,1.032318,-0.082937,0.78776,0.283911,-0.102915,0.124649,0
-2.404661,1.212154,-0.354259,-0.117574,-0.122594,0.080918,0.593876,-0.196968,-0.283384,1
2.734042,0.003557,0.483534,-0.188926,-0.235462,0.15316,0.138481,0.832475,0.052426,1
3.111649,0.34164,-0.196653,0.25379,-0.188828,0.585121,-0.270629,0.90448,-0.112529,0
2.487185,0.417758,-0.268289,0.173566,0.267165,0.894212,-0.63685,-1.040596,0.416645,1
1.728889,-2.53791,2.133126,0.068367,-0.217791,0.127301,-0.338318,0.607925,-0.134427,1
2.258407,0.211646,-0.060411,0.151755,-0.198866,0.541024,-0.431293,1.030724,-0.230124,0
-1.156487,1.160177,-0.799463,0.189608,1.565645,-3.10262,-0.373307,-0.346227,0.086978,1
1.985532,1.238194,-1.205838,0.39816,-0.048749,0.336883,1.204171,-0.826129,-0.09282,1
-5.7721,1.052028,0.299954,0.162898,1.587219,-2.845279,-1.80332,0.325357,0.023582,0
3.441988,1.251819,-1.581848,0.615644,1.311016,-2.866351,-0.260849,0.952963,-0.28248,0
-2.522131,1.175974,-0.461957,1.058729,-0.230406,0.456327,0.807171,0.033115,-0.324366,0
2.148364,0.89314,-0.951348,0.631817,0.078918,0.776182,0.284564,-0.802553,0.065447,1
-1.568354,1.186234,-0.633308,1.101034,-0.116646,0.734372,0.34043,-0.143372,-0.254479,1
3.353123,0.194496,0.120948,1.53377,-0.710993,-0.118188,2.735956,0.947451,-0.355199,0
2.456369,1.54169,-1.897678,0.4385,0.030953,0.628148,0.738427,-0.792341,-0.229186,1
-3.181558,0.854452,0.261765,-1.31586,0.118705,0.057123,-0.793201,-0.231516,-0.037843,1
-2.73196,0.542992,0.537666,-0.072942,0.06134,0.503573,-0.694457,-0.142483,0.164987,1
-1.554952,0.591493,0.134117,1.571938,-0.055623,1.050675,-0.190752,-0.079939,0.154182,1
-3.116152,0.792132,0.433238,-0.30953,-0.11777,-0.060936,0.455725,-0.200057,-0.11483,0
-4.665912,0.812627,0.49934,-1.22973,-0.055898,-0.294566,-0.099248,-0.087636,-0.346826,1
-3.685174,0.027904,1.381542,0.445058,-0.147275,0.185677,0.195918,-0.058281,0.133233,1
0.88616,1.433949,-1.594491,1.376138,-0.133514,0.773881,1.035535,-0.446947,-0.332509,0
-2.164838,0.661829,0.201935,-0.676598,0.169637,0.460906,-1.052654,-0.324222,0.064586,0
1.628382,-0.920842,0.985983,0.738224,-0.41543,0.161526,0.68526,1.026329,0.121125,0
0.334783,-0.387879,1.130969,0.712083,-0.287209,0.624127,-0.617415,1.515429,0.175052,1
2.197826,0.88601,-0.713137,-0.810954,0.161474,0.213671,0.293336,-0.965607,0.240743,0
-3.1433,0.392631,0.410562,1.381508,-0.166705,0.714512,0.089532,0.072258,-0.187742,1
1.665586,-0.536399,0.963381,0.67365,-0.224159,0.730521,-0.665932,1.185679,0.015717,0
-0.283596,1.039329,-0.744517,1.090971,0.017357,1.00322,-0.167478,-0.31612,-0.057959,0
-5.149699,-1.956004,-0.013994,1.047345,-0.069197,0.904186,-0.715901,0.740413,1.586244,1
0.907306,0.895531,-0.954359,1.025452,-0.197771,0.335495,1.599976,-0.494632,-0.089596,1
-2.295848,0.37651,0.27857,1.723763,-0.105167,1.024477,-0.183876,-0.010594,-0.065627,0
-0.943106,1.302353,-0.847437,-0.658031,0.042829,0.180225,0.094195,-0.399314,-0.167623,1
-1.435805,0.680794,0.058813,0.563295,-0.001022,0.644119,-0.158055,-0.224487,0.140868,0
1.65172,0.794918,-0.801456,-0.941524,0.226242,0.300103,-0.242318,-1.007428,-0.032744,0
-2.485193,0.564225,0.596244,-1.235653,0.229958,0.298728,-1.29913,-0.397503,0.206209,1
2.432567,-0.390703,1.066595,0.236922,-0.239111,0.312144,-0.08606,0.767571,0.07864,0
-3.448729,-1.448672,2.610836,1.248585,-0.596013,0.113941,0.078872,1.901131,-0.218983,1
-1.731539,1.084,-0.579644,0.554895,0.105379,1.034098,-0.98569,-0.121555,-0.092264,1
4.092203,0.134817,-0.003891,1.763451,1.401056,-2.164914,-1.074445,1.006356,0.588982,0
1.881499,0.470228,-0.256952,0.495276,0.191635,0.921539,-0.434427,-0.859335,0.33811,0
-2.523163,1.167486,-0.259368,-1.152148,-0.060544,-0.313267,0.495189,-0.239089,-0.186798,1
3.299857,-0.490871,1.142285,0.068622,-0.145077,0.42277,-0.382631,0.679721,0.336657,0
2.14633,-0.382632,1.228328,0.257218,-0.121206,-0.212878,1.787716,-1.197163,0.524671,1
-4.389447,0.66062,0.704171,-1.477292,-0.027255,-0.400617,-0.124163,0.042353,0.08179,1
2.571508,0.386654,0.081788,-1.253251,-0.265425,-0.388627,0.61135,0.863102,-0.098106,0
2.865988,1.413886,-1.641737,-0.509123,0.159039,0.405249,0.382676,-1.005722,-0.04304,0
1.652132,-1.506012,1.76582,-0.812831,0.148255,-0.196132,0.151638,-1.701655,-0.110255,0
-0.027153,1.197761,-1.03375,1.879679,-0.189904,0.893824,0.968003,-0.227682,-0.207781,1
1.231357,-6.683953,7.885222,-0.12522,-0.353242,-1.191597,0.347711,-1.043651,-0.493063,1
2.738417,-0.456475,0.863783,-0.146737,-0.101679,0.511155,-0.815028,0.901371,0.233055,1
-0.609882,-15.960673,-3.776084,-0.505677,0.117612,0.634298,-1.701928,0.55573,0.466719,1
-1.852468,-6.346575,-1.278361,1.486524,-0.574913,0.327835,0.952021,1.794921,0.576331,1
-5.003106,0.653886,0.677398,-0.409866,-0.053921,0.156985,-0.492615,0.213706,-0.038443,1
0.603275,0.794781,-0.736024,1.983295,1.512274,-2.414055,-0.158068,-0.567269,0.104902,1
2.420004,-1.160187,1.76062,0.777297,-0.442973,-0.04048,0.993748,0.584963,-0.226817,0
-1.508041,0.913288,-0.091141,-0.346622,-0.031743,0.089022,0.362305,-0.388363,-0.031831,0
3.976517,-2.9157,3.526039,-0.409522,-0.19289,-0.329923,0.202701,-0.185692,0.112176,0
-4.552624,0.884506,0.543438,-1.31364,-0.162531,-0.629696,0.657746,0.013303,-0.174592,1
3.520888,-2.374264,3.265568,-1.435014,-0.153601,-0.719817,0.208245,-0.123044,0.216508,1
2.665223,0.06175,-0.040259,-0.890774,0.134782,-0.089202,0.593433,-1.442167,-0.07436,0
-5.042552,1.092496,0.447958,-1.730208,-0.078391,-0.578132,0.128675,-0.009322,-0.276866,1
3.494304,-0.359434,0.725771,0.978698,-0.252528,0.696593,-0.011691,0.830367,0.134766,0
-2.435514,0.940243,0.1953,-0.911148,-0.581451,-0.747385,1.118218,1.653251,-0.787596,1
-1.865578,-2.559849,-0.861031,1.416242,-0.172329,0.659168,0.758927,0.058161,0.755148,1
2.694596,0.928101,-0.821173,-0.431901,0.266595,0.707828,-0.402646,-0.875546,0.471149,0
-0.602965,1.082479,-0.765741,0.519551,0.124524,1.005377,-0.770524,-0.280006,0.003983,1
-1.405932,1.283892,-0.773883,-0.220009,-0.093918,0.076363,0.686694,-0.252618,-0.233588,1
1.951787,1.167752,-1.284101,0.186097,0.211531,0.941282,-0.46661,-0.740697,0.112188,0
2.450299,-0.295707,0.608278,-0.670848,0.217734,0.178697,0.02257,-1.358431,0.37004,1
2.498848,1.126663,-1.105283,-0.538339,-0.33323,-0.068535,0.76905,1.021138,-0.538885,0
2.652773,0.575862,-0.254232,-0.834016,-0.116775,0.225662,-0.42805,0.9056,-0.054239,1
2.46423,0.57777,-0.381376,-1.288685,-0.247875,-0.351275,0.458428,0.775033,-0.462276,1
-2.417203,0.947392,-0.028152,-0.46372,-0.058357,0.017532,0.294405,-0.297955,-0.212846,0
0.447096,-0.346139,-0.774629,-0.49545,-0.045398,-0.156375,1.186233,-0.775838,0.216459,1
-4.205672,-0.067399,1.608986,-0.329628,-0.078931,-0.045966,-0.135241,-0.170096,0.039298,1
