@relation 'dr-weka.filters.unsupervised.attribute.Remove-V-R3,15-16,4,14,5,9,6,13,7-8,2,1,19,18,17,12,11,10,20-weka.filters.unsupervised.attribute.Remove-V-R1-11,20_clustered-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,14,13'

@attribute Instance_number numeric
@attribute MA_Detection_1 numeric
@attribute MA_Detection_Exudates_7 numeric
@attribute MA_Detection_Exudates_8 numeric
@attribute MA_Detection_2 numeric
@attribute MA_Detection_Exudates_6 numeric
@attribute MA_Detection_3 numeric
@attribute MA_Detection_Exudates_1 numeric
@attribute MA_Detection_4 numeric
@attribute MA_Detection_Exudates_5 numeric
@attribute MA_Detection_5 numeric
@attribute MA_Detection_6 numeric
@attribute Cluster {cluster0,cluster1}
@attribute Class {0,1}

@data
1010,51,1.42717,0.694604,46,2.005836,42,44.914316,34,3.567413,29,19,cluster0,1
1011,34,0,0,31,0,28,74.12034,22,0,17,12,cluster0,1
1012,41,0,0,41,0,41,9.85609,40,0,40,37,cluster1,0
1013,100,0.972838,0.114544,90,1.299209,83,23.181784,77,1.482793,66,41,cluster0,1
1014,62,0,0,62,0.029237,62,55.050124,57,0.169267,52,38,cluster1,0
1015,81,0,0,72,0.004606,68,37.869355,58,0.024567,55,36,cluster0,1
1016,5,0,0,5,0,5,75.225002,5,0,3,1,cluster1,0
1017,71,0.066169,0.044626,68,0.109256,67,34.757253,62,0.450873,58,40,cluster1,0
1018,63,0.016742,0,62,0.035006,61,39.929102,57,0.132412,54,32,cluster1,0
1019,50,0,0,49,0.041867,48,65.456031,45,0.133353,39,30,cluster1,0
1020,13,0,0,13,0,13,60.080491,11,0.00386,10,10,cluster1,0
1021,15,0.006652,0.005702,14,0.006652,13,41.710781,13,0.008553,11,8,cluster1,0
1022,13,0,0,13,0,13,26.112868,10,0.002038,7,5,cluster1,0
1023,43,0,0,42,0,42,12.255884,39,0,36,28,cluster0,1
1024,49,0,0,47,0.121037,45,64.520618,43,0.76606,40,31,cluster0,1
1025,55,0.123303,0.036534,54,0.688059,54,57.387431,51,1.916517,42,33,cluster1,0
1026,2,0,0,2,0.00303,1,51.24685,1,0.013132,1,1,cluster1,0
1027,79,0,0,79,0.026535,78,21.415656,77,0.118629,73,68,cluster0,1
1028,14,0,0,14,0,12,39.081534,10,0,8,6,cluster1,0
1029,81,0,0,80,0.020445,78,51.59135,71,0.261063,58,44,cluster1,0
1030,102,0.03597,0.026587,95,0.048482,89,19.808769,70,0.10322,64,43,cluster0,1
1031,7,0,0,7,0,7,2.941371,4,0,4,3,cluster1,0
1032,53,0,0,51,0,50,25.338479,47,0.004611,46,38,cluster0,1
1033,10,0.022894,0.011447,10,0.036422,10,153.031271,10,0.0666,10,8,cluster0,1
1034,49,0.007694,0.007694,48,0.132342,47,45.319439,45,0.807902,41,32,cluster0,1
1035,46,0.010435,0.007305,37,0.069916,34,86.175127,33,0.243141,29,13,cluster0,1
1036,66,0,0,64,0,64,18.887851,61,0,60,48,cluster1,0
1037,13,5.937799,2.171842,13,16.344028,9,180.743438,9,33.69422,7,4,cluster0,1
1038,64,0,0,64,0,61,27.957384,58,0.010874,54,37,cluster1,0
1039,15,0.003953,0.003953,15,0.003953,15,53.4173,14,0.003953,12,5,cluster1,0
1040,33,0.006327,0.005273,32,0.012655,31,64.817712,29,0.0232,23,21,cluster1,0
1041,59,0,0,58,0,56,13.198263,51,0,51,30,cluster0,1
1042,49,0,0,49,0,49,30.990775,44,0.123682,40,27,cluster1,0
1043,29,0,0,29,0,29,63.84635,27,0.004099,26,22,cluster0,1
1044,18,0,0,18,0.003843,18,22.320425,17,0.007686,13,10,cluster1,0
1045,24,0.036112,0.006832,24,0.074175,21,112.316034,20,0.317197,17,10,cluster1,0
1046,32,0.003909,0.003909,32,0.003909,31,56.446038,30,0.093824,27,21,cluster1,0
1047,25,0,0,24,0.003923,20,108.208273,19,0.13926,16,12,cluster1,0
1048,35,0.434813,0.32611,33,0.790663,29,136.667753,28,1.144461,23,16,cluster0,1
1049,55,0,0,54,0.038346,52,49.592107,49,0.510769,46,37,cluster1,0
1050,40,0.006155,0,40,0.010772,40,19.74204,37,0.073865,35,27,cluster1,0
1051,56,0.067101,0.050834,52,0.092518,48,33.640107,40,0.15047,31,19,cluster0,1
1052,34,0,0,34,0.009141,31,142.123907,30,0.059928,27,15,cluster1,0
1053,57,0.374196,0.166196,46,0.651529,42,33.786733,39,1.412156,32,20,cluster0,1
1054,17,0,0,17,0.000982,16,236.22046,14,0.072672,10,10,cluster1,0
1055,61,3.374376,0.72043,61,9.632533,56,109.396144,44,24.396715,29,14,cluster0,1
1056,42,0.053071,0.012487,42,0.824159,41,75.547942,38,2.174345,34,25,cluster1,0
1057,13,0,0,13,0,13,95.760546,13,0.035371,11,6,cluster1,0
1058,11,0,0,9,0,8,10.429941,5,0,4,1,cluster0,1
1059,14,0,0,13,0,13,90.996455,12,0.004089,10,8,cluster0,1
1060,34,0.007745,0,33,0.017038,30,9.795567,26,0.020136,23,20,cluster0,1
1061,34,0.019471,0.014347,32,0.089156,30,168.945684,28,0.336129,27,23,cluster0,1
1062,51,0.023829,0,46,1.122044,43,57.270849,36,8.13922,29,19,cluster0,1
1063,25,0,0,24,0.018491,24,140.834092,22,0.088563,21,15,cluster1,0
1064,26,0.003923,0.003923,25,0.007846,24,61.058821,23,0.043151,19,10,cluster1,0
1065,41,0,0,41,0,40,42.680788,40,0.052606,39,33,cluster1,0
1066,53,3.739609,0.988691,47,20.098605,45,142.201444,42,51.423208,33,21,cluster0,1
1067,74,0.216581,0.132794,68,0.355698,59,77.934319,51,1.354816,43,29,cluster0,1
1068,32,0,0,32,0,32,19.273924,31,0,29,25,cluster1,0
1069,16,0,0,15,0,15,121.493968,15,0.024644,13,11,cluster1,0
1070,15,0,0,15,0.001027,14,71.522807,13,0.019522,10,7,cluster1,0
1071,8,0,0,8,0,7,159.043311,6,0.001019,6,5,cluster0,1
1072,14,0,0,13,0,13,189.540803,12,0.050761,11,7,cluster0,1
1073,9,0.003871,0.001936,9,0.007742,9,79.111789,8,0.009678,8,5,cluster1,0
1074,14,0,0,13,0,12,28.454272,12,0.049006,12,10,cluster0,1
1075,39,0.253204,0.241001,39,0.276084,38,19.162652,36,0.311166,29,20,cluster0,1
1076,44,0,0,43,0,35,202.64205,30,0,20,12,cluster0,1
1077,147,0,0,132,0,113,32.693694,91,0,65,37,cluster0,1
1078,57,0,0,56,0.09326,56,74.070073,53,0.859218,48,36,cluster1,0
1079,28,0.004058,0,28,0.221161,25,90.47914,22,0.636091,21,15,cluster0,1
1080,100,1.4774,0.441792,89,3.339455,72,143.996532,65,7.730844,48,24,cluster0,1
1081,5,0,0,5,0,5,142.490452,5,0,5,4,cluster1,0
1082,19,0.000973,0.000973,18,0.000973,17,53.56808,17,0.004863,14,9,cluster1,0
1083,14,0,0,14,0,13,47.405792,12,0,10,8,cluster1,0
1084,12,0,0,12,0.320257,12,24.311596,11,1.965918,9,5,cluster0,1
1085,20,0.000962,0.000962,20,0.057723,19,107.720344,19,0.241474,15,12,cluster1,0
1086,21,0.00481,0.003848,21,0.00481,18,229.864652,18,0.005772,16,11,cluster0,1
1087,37,0,0,37,0,36,15.592992,29,0,24,17,cluster1,0
1088,13,0,0,12,0,12,18.722879,11,0,8,4,cluster1,0
1089,41,0,0,40,0,39,42.769066,39,0,37,28,cluster1,0
1090,46,0,0,46,0,46,36.722877,44,0,41,29,cluster1,0
1091,5,0.002076,0,5,0.003115,5,46.16348,4,0.020763,4,4,cluster1,0
1092,60,0,0,58,0,57,95.245437,56,0.05912,52,41,cluster1,0
1093,27,0.000976,0,27,0.030252,26,148.549839,23,0.271292,18,12,cluster0,1
1094,31,0,0,31,0,31,14.395974,30,0,29,19,cluster1,0
1095,34,0,0,34,0.04848,34,136.285159,34,0.307383,33,24,cluster1,0
1096,64,0,0,63,0,63,22.276818,60,0,56,50,cluster1,0
1097,70,0,0,66,0,64,24.527303,58,0,54,44,cluster0,1
1098,53,0.035818,0.020245,51,0.233598,51,50.056899,50,0.615141,49,36,cluster1,0
1099,12,0.002067,0,12,0.1106,11,189.598986,8,0.421728,8,8,cluster1,0
1100,51,0,0,49,0,49,25.949651,44,0,41,32,cluster0,1
1101,11,0,0,11,0.058666,11,25.106994,11,0.081309,9,8,cluster1,0
1102,19,0.003924,0.003924,19,0.003924,19,19.846426,18,0.004905,14,11,cluster1,0
1103,3,0.00409,0.00409,3,0.025564,3,145.210992,3,0.182014,3,1,cluster1,0
1104,17,0.023785,0.016847,16,0.033695,16,95.221907,15,0.235865,10,9,cluster1,0
1105,43,0.013641,0,42,0.042437,42,19.275694,40,0.106094,39,31,cluster1,0
1106,60,0.004567,0,58,0.006089,58,18.925093,53,0.063936,47,32,cluster0,1
1107,9,0.001043,0.001043,8,0.001043,8,81.845323,6,0.024,5,3,cluster0,1
1108,56,0,0,53,0,52,20.535066,50,0,49,38,cluster0,1
1109,42,0,0,41,0.056426,40,30.225705,38,0.352665,29,16,cluster0,1
1110,61,0,0,60,0,57,13.457443,52,0,45,33,cluster0,1
1111,39,0,0,39,0.161553,38,36.535551,37,1.029322,32,20,cluster1,0
1112,66,0.090921,0.010451,65,1.037749,61,261.647562,55,4.30462,48,31,cluster0,1
1113,56,0,0,55,0,55,15.933947,51,0,48,33,cluster0,1
1114,71,0.637256,0.294038,62,3.511711,57,95.232668,47,9.436416,37,23,cluster0,1
1115,100,0.042761,0.015272,89,0.922427,81,15.296399,71,2.45115,62,49,cluster0,1
1116,62,0,0,62,0,60,64.037903,55,0,50,33,cluster1,0
1117,27,0,0,26,0,26,17.562482,25,0,23,16,cluster1,0
1118,8,0,0,8,0,8,41.501949,7,0.010293,6,3,cluster1,0
1119,23,0.001037,0,22,0.00726,20,131.077221,18,0.044599,13,8,cluster0,1
1120,6,0,0,6,0,6,156.264592,5,0.251276,5,3,cluster1,0
1121,78,0,0,75,0.004567,75,15.259422,70,0.03958,65,43,cluster0,1
1122,30,0.003925,0.003925,30,0.003925,29,140.39952,27,0.043178,23,17,cluster1,0
1123,3,0,0,3,0,3,26.240091,3,0,3,2,cluster1,0
1124,25,0,0,24,0.009065,24,83.135316,23,0.066478,18,14,cluster0,1
1125,10,0,0,10,0,10,40.641723,10,0,8,6,cluster1,0
1126,4,0.003959,0.003959,4,0.003959,4,118.036826,4,0.003959,4,3,cluster1,0
1127,23,0.139475,0.001033,21,0.169436,18,35.347026,13,0.191132,7,4,cluster0,1
1128,21,0,0,21,0,21,5.121229,20,0,20,16,cluster0,1
1129,42,0.072211,0.017565,39,0.10051,36,96.385981,29,0.242004,21,13,cluster0,1
1130,37,0,0,36,0.007996,33,37.686807,24,0.024986,18,10,cluster0,1
1131,46,0,0,46,0,46,26.839906,43,0.109734,42,34,cluster0,1
1132,86,0.003061,0,84,0.003061,83,24.226598,82,0.009183,80,63,cluster0,1
1133,56,0,0,54,0,54,8.804178,51,0,48,36,cluster0,1
1134,77,2.191362,1.327518,71,5.137705,69,159.904908,61,8.562842,39,25,cluster0,1
1135,16,0.01957,0.01339,16,0.085491,16,182.410841,16,0.344026,15,9,cluster1,0
1136,65,0.065515,0.051778,60,0.087706,48,159.723711,31,0.248323,24,13,cluster0,1
1137,31,0,0,30,0,30,23.736589,29,0.015473,28,21,cluster0,1
1138,3,0,0,3,0.001026,3,22.266376,3,0.007179,1,1,cluster0,1
1139,12,0,0,12,0,10,51.440209,9,0,8,4,cluster0,1
1140,31,0,0,31,0,31,22.404714,27,0,22,17,cluster0,1
1141,53,0.085852,0.071803,53,0.109266,52,8.63201,51,0.16546,51,41,cluster0,1
1142,53,0,0,53,0,51,25.283836,47,0,44,32,cluster1,0
1143,12,0,0,12,0.001037,10,243.066702,9,0.002075,7,6,cluster0,1
1144,35,0,0,34,0,33,2.579859,33,0,33,26,cluster1,0
1145,16,0.006832,0.001952,16,0.01952,15,158.177307,14,1.857293,12,8,cluster1,0
1146,34,0,0,34,0,34,6.071765,33,0,31,24,cluster1,0
1147,49,0,0,49,0,49,63.197145,49,0.001552,45,37,cluster1,0
1148,49,0,0,48,0,48,30.461898,45,0.011221,43,33,cluster1,0
1149,39,0.239568,0.174584,36,0.32686,29,40.525739,23,0.563518,13,7,cluster0,1
1150,7,0,0,7,0.008472,7,69.423565,7,0.02118,7,5,cluster1,0
